miRNA,ERR9830982,ERR9830983,ERR9830984,ERR9830985,ERR9830986,ERR9830987,ERR9830988,ERR9830989,ERR9830990,ERR9830991,ERR9830992,ERR9830993,ERR9830994,ERR9830995,ERR9830996,ERR9830997,ERR9830998,ERR9830999,ERR9831000,ERR9831001,ERR9831002,ERR9831003,ERR9831004,ERR9831005,ERR9831006,ERR9831007,ERR9831008,ERR9831009,ERR9831010,ERR9831011,ERR9831012,ERR9831013,ERR9831014,ERR9831015,ERR9831016,ERR9831017,ERR9831018,ERR9831019,ERR9831020,ERR9831021,ERR9831022,ERR9831023,ERR9831024,ERR9831025,ERR9831026,ERR9831027,ERR9831028,ERR9831029,ERR9831030,ERR9831031,ERR9831032,ERR9831033
hsa-miR-216b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-217-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
hsa-miR-218-5p,6.0,4.0,1.0,8.0,2.0,1.0,1.0,1.0,0.0,0.0,3.0,3.0,1.0,0.0,1.0,3.0,1.0,5.0,2.0,1.0,3.0,8.0,0.0,3.0,1.0,1.0,13.0,0.0,13.0,0.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,7.0,2.0
hsa-miR-219a-1-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-22-3p,222.0,147.0,194.0,407.0,180.0,293.0,159.0,395.0,305.0,84.0,133.0,106.0,140.0,76.0,199.0,767.0,526.0,145.0,162.0,168.0,340.0,526.0,405.0,315.0,327.0,246.0,769.0,139.0,605.0,410.0,334.0,427.0,344.0,697.0,227.0,325.0,142.0,148.0,216.0,174.0,99.0,179.0,274.0,327.0,159.0,100.0,154.0,213.0,195.0,361.0,426.0,93.0
hsa-miR-22-5p,18.0,8.0,16.0,24.0,4.0,20.0,1.0,14.0,20.0,4.0,9.0,5.0,6.0,3.0,16.0,27.0,32.0,5.0,4.0,14.0,28.0,40.0,37.0,16.0,18.0,8.0,69.0,11.0,33.0,17.0,20.0,40.0,19.0,36.0,15.0,14.0,18.0,6.0,12.0,4.0,7.0,27.0,13.0,23.0,6.0,4.0,10.0,6.0,13.0,23.0,22.0,6.0
hsa-miR-221-3p,51.0,36.0,52.0,80.0,27.0,80.0,47.0,59.0,77.0,19.0,25.0,33.0,33.0,28.0,41.0,147.0,71.0,26.0,32.0,48.0,75.0,158.0,122.0,83.0,104.0,52.0,201.0,49.0,195.0,118.0,83.0,153.0,98.0,140.0,84.0,108.0,57.0,48.0,76.0,22.0,80.0,75.0,122.0,55.0,40.0,24.0,76.0,55.0,25.0,89.0,75.0,56.0
hsa-miR-221-5p,7.0,2.0,3.0,4.0,2.0,7.0,5.0,10.0,9.0,2.0,0.0,0.0,1.0,5.0,5.0,10.0,6.0,1.0,2.0,4.0,14.0,16.0,9.0,5.0,5.0,4.0,8.0,1.0,12.0,1.0,2.0,5.0,3.0,12.0,4.0,2.0,3.0,6.0,4.0,0.0,7.0,0.0,2.0,4.0,8.0,0.0,2.0,2.0,1.0,3.0,4.0,1.0
hsa-miR-222-3p,264.0,109.0,127.0,233.0,100.0,219.0,130.0,390.0,458.0,62.0,108.0,112.0,203.0,102.0,173.0,734.0,366.0,84.0,96.0,90.0,323.0,565.0,379.0,247.0,218.0,94.0,473.0,81.0,537.0,75.0,37.0,150.0,64.0,144.0,176.0,197.0,48.0,108.0,164.0,41.0,174.0,130.0,74.0,108.0,103.0,13.0,144.0,89.0,39.0,128.0,115.0,80.0
hsa-miR-222-5p,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-223-3p,24.0,22.0,24.0,42.0,9.0,23.0,22.0,15.0,30.0,6.0,17.0,15.0,13.0,11.0,13.0,39.0,53.0,12.0,8.0,24.0,33.0,75.0,48.0,32.0,33.0,10.0,49.0,20.0,48.0,30.0,15.0,49.0,12.0,45.0,31.0,44.0,14.0,16.0,24.0,15.0,18.0,23.0,7.0,22.0,5.0,20.0,26.0,8.0,3.0,21.0,18.0,11.0
hsa-miR-223-5p,43.0,32.0,50.0,84.0,21.0,48.0,24.0,35.0,43.0,12.0,31.0,15.0,28.0,9.0,30.0,62.0,63.0,28.0,17.0,26.0,78.0,87.0,76.0,23.0,47.0,25.0,68.0,10.0,53.0,59.0,55.0,85.0,37.0,73.0,25.0,50.0,79.0,26.0,28.0,14.0,30.0,104.0,47.0,13.0,28.0,20.0,40.0,26.0,13.0,37.0,43.0,21.0
hsa-miR-224-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-224-5p,6.0,6.0,9.0,39.0,6.0,4.0,10.0,20.0,55.0,9.0,10.0,13.0,14.0,10.0,6.0,43.0,33.0,7.0,10.0,7.0,17.0,22.0,17.0,13.0,30.0,5.0,36.0,15.0,71.0,11.0,24.0,44.0,28.0,68.0,12.0,32.0,20.0,8.0,11.0,7.0,11.0,37.0,6.0,12.0,14.0,1.0,8.0,4.0,3.0,11.0,25.0,16.0
hsa-miR-2276-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-2276-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-2277-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
hsa-miR-2355-3p,0.0,1.0,0.0,3.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,2.0,4.0,1.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0
hsa-miR-23a-3p,37.0,12.0,21.0,30.0,10.0,23.0,28.0,49.0,45.0,14.0,13.0,20.0,13.0,17.0,18.0,92.0,41.0,17.0,19.0,28.0,56.0,67.0,44.0,30.0,30.0,8.0,76.0,24.0,84.0,26.0,14.0,32.0,20.0,33.0,25.0,30.0,16.0,21.0,34.0,12.0,13.0,30.0,14.0,11.0,17.0,7.0,19.0,14.0,11.0,22.0,8.0,19.0
hsa-miR-23a-5p,2.0,4.0,0.0,0.0,0.0,1.0,0.0,3.0,5.0,0.0,1.0,0.0,1.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,4.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,3.0,1.0
hsa-miR-23b-3p,4.0,8.0,11.0,2.0,9.0,11.0,2.0,17.0,24.0,0.0,10.0,3.0,6.0,6.0,10.0,34.0,14.0,4.0,3.0,6.0,12.0,23.0,10.0,6.0,9.0,1.0,38.0,4.0,23.0,2.0,0.0,8.0,2.0,11.0,9.0,10.0,6.0,5.0,5.0,3.0,5.0,7.0,2.0,6.0,1.0,3.0,3.0,0.0,2.0,2.0,1.0,4.0
hsa-miR-23b-5p,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
hsa-miR-23c,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-24-1-5p,1.0,0.0,2.0,4.0,0.0,0.0,1.0,1.0,3.0,1.0,5.0,1.0,1.0,1.0,3.0,4.0,5.0,1.0,1.0,1.0,4.0,3.0,0.0,0.0,5.0,0.0,6.0,0.0,4.0,0.0,0.0,1.0,0.0,2.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,2.0,2.0,2.0
hsa-miR-24-2-5p,12.0,10.0,14.0,32.0,14.0,21.0,13.0,31.0,26.0,5.0,12.0,17.0,8.0,9.0,19.0,53.0,34.0,16.0,11.0,15.0,35.0,36.0,26.0,18.0,14.0,1.0,48.0,16.0,46.0,7.0,8.0,16.0,8.0,11.0,15.0,15.0,11.0,10.0,4.0,2.0,11.0,9.0,7.0,9.0,3.0,5.0,17.0,8.0,2.0,19.0,15.0,6.0
hsa-miR-24-3p,189.0,165.0,187.0,397.0,99.0,232.0,192.0,418.0,485.0,64.0,84.0,115.0,129.0,153.0,163.0,11.0,534.0,122.0,110.0,230.0,275.0,590.0,488.0,118.0,218.0,115.0,396.0,98.0,647.0,179.0,295.0,282.0,267.0,399.0,242.0,336.0,367.0,173.0,267.0,77.0,177.0,378.0,200.0,230.0,145.0,70.0,190.0,139.0,58.0,202.0,196.0,122.0
hsa-miR-25-3p,389.0,229.0,258.0,759.0,232.0,844.0,459.0,388.0,313.0,139.0,406.0,175.0,266.0,139.0,665.0,1106.0,574.0,447.0,373.0,316.0,1238.0,919.0,676.0,401.0,389.0,106.0,1174.0,119.0,974.0,207.0,132.0,300.0,228.0,914.0,305.0,351.0,183.0,190.0,297.0,173.0,217.0,229.0,234.0,766.0,186.0,150.0,115.0,175.0,261.0,491.0,976.0,141.0
hsa-miR-25-5p,2.0,1.0,1.0,2.0,2.0,0.0,0.0,4.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,0.0,0.0,3.0,1.0,6.0,0.0,0.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-26a-1-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-26a-2-3p,3.0,6.0,3.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,5.0,1.0,2.0,1.0,1.0,0.0,1.0,3.0,0.0,0.0,1.0,7.0,0.0,3.0,1.0,1.0,2.0,0.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,2.0
hsa-miR-26a-5p,9346.0,4096.0,6032.0,11200.0,3256.0,6234.0,3444.0,12556.0,11248.0,2392.0,3572.0,3115.0,3778.0,2324.0,4619.0,20864.0,13176.0,2598.0,2705.0,3066.0,11439.0,21638.0,12974.0,7780.0,6375.0,3051.0,20841.0,4094.0,19504.0,4123.0,1644.0,8178.0,2415.0,9672.0,6650.0,7733.0,3087.0,4449.0,5529.0,1450.0,2952.0,3528.0,1729.0,3265.0,3184.0,1450.0,4960.0,2257.0,2126.0,4766.0,6492.0,1635.0
hsa-miR-26b-3p,3.0,2.0,0.0,5.0,1.0,2.0,1.0,6.0,4.0,0.0,0.0,1.0,3.0,1.0,0.0,7.0,3.0,0.0,0.0,0.0,3.0,3.0,2.0,4.0,1.0,1.0,9.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,2.0,4.0,1.0,0.0,2.0,6.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,2.0,1.0,1.0
hsa-miR-26b-5p,787.0,448.0,605.0,1120.0,281.0,484.0,254.0,885.0,678.0,221.0,344.0,289.0,219.0,184.0,398.0,1370.0,778.0,210.0,272.0,332.0,1083.0,2095.0,1098.0,723.0,598.0,179.0,2107.0,414.0,2001.0,421.0,183.0,565.0,233.0,830.0,544.0,617.0,235.0,347.0,514.0,103.0,176.0,255.0,141.0,287.0,231.0,160.0,285.0,152.0,193.0,439.0,891.0,118.0
hsa-miR-27a-3p,1381.0,460.0,713.0,1869.0,448.0,881.0,730.0,2014.0,1745.0,194.0,695.0,315.0,441.0,446.0,788.0,2942.0,1630.0,357.0,551.0,568.0,1502.0,2114.0,1640.0,892.0,1026.0,451.0,2669.0,556.0,2722.0,698.0,416.0,692.0,486.0,838.0,835.0,562.0,527.0,553.0,624.0,125.0,323.0,696.0,218.0,539.0,455.0,237.0,452.0,226.0,250.0,533.0,450.0,251.0
hsa-miR-27a-5p,11.0,3.0,6.0,22.0,3.0,17.0,9.0,21.0,21.0,4.0,10.0,11.0,5.0,6.0,24.0,41.0,28.0,10.0,8.0,12.0,34.0,30.0,17.0,13.0,7.0,4.0,48.0,4.0,21.0,6.0,10.0,10.0,5.0,4.0,12.0,12.0,7.0,5.0,9.0,0.0,7.0,6.0,2.0,3.0,9.0,4.0,5.0,2.0,3.0,6.0,6.0,3.0
hsa-miR-27b-3p,266.0,225.0,155.0,369.0,80.0,179.0,172.0,404.0,348.0,118.0,159.0,202.0,84.0,182.0,385.0,1499.0,305.0,148.0,236.0,235.0,897.0,506.0,358.0,172.0,266.0,110.0,1663.0,110.0,719.0,163.0,81.0,484.0,71.0,544.0,170.0,386.0,278.0,132.0,366.0,84.0,172.0,102.0,148.0,134.0,124.0,45.0,241.0,50.0,168.0,374.0,248.0,116.0
hsa-miR-27b-5p,1.0,0.0,0.0,1.0,0.0,4.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,3.0,2.0,0.0,0.0,3.0,5.0,5.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
hsa-miR-28-3p,51.0,15.0,32.0,57.0,15.0,40.0,39.0,79.0,65.0,11.0,30.0,20.0,21.0,23.0,53.0,115.0,72.0,20.0,16.0,31.0,73.0,85.0,47.0,28.0,23.0,13.0,116.0,12.0,79.0,19.0,24.0,37.0,19.0,40.0,27.0,47.0,20.0,20.0,41.0,12.0,35.0,26.0,22.0,24.0,27.0,8.0,22.0,19.0,13.0,32.0,20.0,25.0
hsa-miR-28-5p,22.0,12.0,15.0,23.0,7.0,11.0,12.0,27.0,19.0,6.0,13.0,4.0,9.0,6.0,18.0,39.0,12.0,3.0,6.0,9.0,29.0,35.0,23.0,20.0,15.0,5.0,24.0,11.0,33.0,11.0,12.0,20.0,8.0,22.0,13.0,12.0,11.0,8.0,11.0,2.0,2.0,7.0,8.0,8.0,11.0,1.0,10.0,6.0,4.0,11.0,5.0,5.0
hsa-miR-2861,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-296-3p,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
hsa-miR-296-5p,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-299-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-299-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-29a-3p,244.0,123.0,167.0,325.0,95.0,162.0,98.0,291.0,279.0,63.0,105.0,81.0,93.0,50.0,149.0,551.0,324.0,67.0,99.0,90.0,287.0,482.0,211.0,156.0,142.0,90.0,733.0,113.0,452.0,179.0,118.0,173.0,80.0,305.0,221.0,201.0,79.0,133.0,214.0,46.0,58.0,105.0,65.0,175.0,68.0,58.0,79.0,55.0,112.0,152.0,113.0,46.0
hsa-miR-29b-1-5p,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
hsa-miR-29b-2-5p,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0
hsa-miR-29b-3p,8.0,6.0,8.0,12.0,6.0,3.0,9.0,12.0,3.0,1.0,4.0,3.0,8.0,0.0,2.0,29.0,5.0,3.0,11.0,3.0,15.0,9.0,11.0,13.0,10.0,1.0,50.0,4.0,17.0,5.0,6.0,8.0,6.0,21.0,8.0,6.0,2.0,7.0,12.0,1.0,0.0,6.0,2.0,11.0,1.0,3.0,4.0,1.0,3.0,7.0,13.0,2.0
hsa-miR-29c-3p,7.0,7.0,0.0,1.0,1.0,3.0,1.0,6.0,1.0,0.0,2.0,2.0,1.0,0.0,1.0,6.0,4.0,1.0,3.0,0.0,2.0,5.0,1.0,4.0,1.0,0.0,12.0,1.0,3.0,2.0,3.0,0.0,1.0,6.0,1.0,1.0,0.0,1.0,3.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,1.0
hsa-miR-29c-5p,1.0,0.0,1.0,1.0,0.0,2.0,0.0,3.0,1.0,3.0,2.0,1.0,0.0,0.0,4.0,9.0,2.0,1.0,0.0,0.0,4.0,8.0,5.0,1.0,3.0,2.0,3.0,1.0,8.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,4.0,0.0,3.0,0.0,0.0,3.0,0.0,2.0,1.0,0.0,2.0,2.0,0.0,1.0,0.0,1.0
hsa-miR-301a-3p,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
hsa-miR-301a-5p,4.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,2.0,4.0,3.0,1.0,3.0,3.0,1.0,0.0,0.0,2.0,1.0,0.0,2.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
hsa-miR-301b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-301b-5p,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-302b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3064-5p,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3065-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3074-5p,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-30a-3p,49.0,13.0,17.0,68.0,16.0,39.0,24.0,77.0,67.0,11.0,23.0,13.0,13.0,31.0,25.0,150.0,50.0,20.0,14.0,32.0,88.0,72.0,45.0,33.0,23.0,13.0,125.0,13.0,110.0,14.0,5.0,34.0,11.0,20.0,24.0,32.0,2.0,33.0,25.0,6.0,33.0,5.0,4.0,13.0,29.0,4.0,18.0,6.0,8.0,26.0,19.0,11.0
hsa-miR-30a-5p,450.0,148.0,135.0,387.0,141.0,273.0,230.0,514.0,563.0,103.0,156.0,121.0,128.0,144.0,330.0,1078.0,488.0,164.0,233.0,160.0,531.0,779.0,443.0,292.0,258.0,163.0,998.0,181.0,945.0,187.0,32.0,270.0,80.0,301.0,268.0,340.0,87.0,197.0,246.0,71.0,316.0,99.0,117.0,217.0,317.0,68.0,148.0,76.0,94.0,256.0,176.0,148.0
hsa-miR-30b-3p,0.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,3.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
