miRNA,SRR5756187,SRR5756189,SRR5756191,SRR5756193,SRR5756195,SRR5756197,SRR5756199,SRR5756201,SRR5756203,SRR5756205,SRR5756207,SRR5756209,SRR5756211,SRR5756213,SRR5756215,SRR5756217,SRR5756219,SRR5756221,SRR5756223,SRR5756225,SRR5756227,SRR5756229,SRR5756231,SRR5756233,SRR5756235,SRR5756237,SRR5756239,SRR5756241,SRR5756243,SRR5756245,SRR5756247,SRR5756249,SRR5756251,SRR5756253,SRR5756255,SRR5756256,SRR5756257,SRR5756258
hsa-miR-138-1-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-138-5p,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-139-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-140-3p,0.0,0.0,2.0,2.0,3.0,1.0,7.0,4.0,1.0,12.0,0.0,2.0,9.0,1.0,3.0,7.0,5.0,5.0,4.0,3.0,5.0,8.0,2.0,1.0,3.0,4.0,0.0,1.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
hsa-miR-140-5p,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-141-3p,1.0,2.0,2.0,1.0,4.0,4.0,3.0,1.0,1.0,9.0,1.0,6.0,11.0,10.0,4.0,5.0,12.0,4.0,7.0,6.0,4.0,2.0,9.0,0.0,5.0,11.0,0.0,3.0,3.0,7.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-142-3p,1.0,0.0,14.0,7.0,17.0,18.0,30.0,3.0,15.0,36.0,21.0,10.0,38.0,8.0,13.0,9.0,5.0,3.0,1.0,4.0,5.0,14.0,4.0,3.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,15.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-142-5p,78.0,23.0,90.0,100.0,142.0,404.0,266.0,136.0,138.0,419.0,122.0,228.0,345.0,255.0,195.0,87.0,182.0,97.0,284.0,117.0,250.0,270.0,134.0,42.0,144.0,155.0,11.0,45.0,33.0,17.0,14.0,14.0,257.0,4.0,4.0,7.0,1.0,1.0
hsa-miR-143-3p,17.0,4.0,29.0,7.0,57.0,29.0,98.0,15.0,26.0,99.0,83.0,65.0,137.0,48.0,18.0,17.0,27.0,25.0,42.0,28.0,22.0,46.0,48.0,14.0,49.0,44.0,8.0,5.0,13.0,11.0,3.0,1.0,47.0,5.0,0.0,2.0,1.0,0.0
hsa-miR-144-3p,9.0,3.0,26.0,29.0,30.0,102.0,68.0,74.0,65.0,75.0,44.0,176.0,48.0,43.0,20.0,21.0,28.0,17.0,51.0,18.0,47.0,49.0,44.0,12.0,36.0,41.0,5.0,38.0,2.0,3.0,5.0,1.0,75.0,6.0,0.0,0.0,0.0,0.0
hsa-miR-144-5p,0.0,0.0,2.0,4.0,7.0,16.0,30.0,7.0,8.0,69.0,19.0,53.0,16.0,24.0,7.0,8.0,6.0,1.0,10.0,6.0,15.0,16.0,16.0,3.0,15.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,8.0,1.0,0.0,1.0,0.0,0.0
hsa-miR-145-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1468-5p,1.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-146a-5p,9.0,1.0,14.0,13.0,12.0,26.0,75.0,19.0,31.0,36.0,34.0,56.0,31.0,13.0,21.0,23.0,38.0,8.0,12.0,16.0,25.0,36.0,14.0,9.0,55.0,30.0,0.0,10.0,5.0,6.0,5.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-146b-3p,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-146b-5p,43.0,0.0,5.0,4.0,8.0,14.0,23.0,12.0,12.0,22.0,15.0,25.0,25.0,8.0,6.0,12.0,8.0,3.0,3.0,15.0,9.0,9.0,7.0,2.0,16.0,65.0,42.0,51.0,58.0,84.0,62.0,9.0,113.0,16.0,0.0,0.0,0.0,1.0
hsa-miR-148a-3p,266.0,4.0,46.0,65.0,64.0,130.0,205.0,56.0,121.0,222.0,78.0,163.0,129.0,44.0,79.0,28.0,40.0,75.0,32.0,36.0,56.0,105.0,48.0,18.0,37.0,432.0,296.0,359.0,412.0,580.0,561.0,75.0,748.0,98.0,0.0,1.0,1.0,0.0
hsa-miR-148a-5p,4.0,0.0,0.0,0.0,3.0,2.0,4.0,2.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,9.0,2.0,3.0,4.0,3.0,8.0,3.0,11.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-148b-3p,2.0,1.0,6.0,4.0,2.0,8.0,28.0,4.0,12.0,11.0,9.0,12.0,12.0,1.0,3.0,3.0,5.0,6.0,4.0,0.0,6.0,5.0,0.0,1.0,5.0,5.0,0.0,4.0,0.0,2.0,2.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-148b-5p,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,3.0,1.0,3.0,0.0,0.0,2.0,4.0,2.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-149-5p,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-150-3p,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-150-5p,6.0,3.0,9.0,9.0,16.0,46.0,16.0,19.0,16.0,51.0,15.0,49.0,34.0,53.0,20.0,4.0,19.0,10.0,56.0,11.0,48.0,44.0,15.0,6.0,19.0,6.0,0.0,3.0,9.0,4.0,1.0,0.0,41.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-151a-3p,22.0,4.0,49.0,18.0,56.0,51.0,94.0,29.0,44.0,120.0,55.0,74.0,84.0,23.0,53.0,16.0,35.0,35.0,25.0,25.0,41.0,62.0,49.0,22.0,75.0,33.0,7.0,15.0,26.0,8.0,18.0,5.0,74.0,4.0,1.0,0.0,0.0,0.0
hsa-miR-151a-5p,64.0,7.0,105.0,89.0,181.0,142.0,359.0,85.0,188.0,307.0,175.0,191.0,247.0,52.0,110.0,54.0,44.0,92.0,52.0,49.0,60.0,169.0,73.0,33.0,120.0,35.0,19.0,50.0,72.0,37.0,21.0,12.0,183.0,16.0,1.0,1.0,0.0,0.0
hsa-miR-151b,2.0,0.0,2.0,1.0,0.0,4.0,7.0,5.0,5.0,18.0,7.0,6.0,5.0,2.0,1.0,0.0,1.0,1.0,0.0,4.0,1.0,7.0,0.0,1.0,0.0,3.0,0.0,3.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-152-3p,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-153-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-154-5p,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-155-5p,0.0,0.0,0.0,2.0,1.0,5.0,7.0,3.0,7.0,1.0,7.0,2.0,4.0,1.0,4.0,0.0,0.0,4.0,1.0,3.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-15a-5p,14.0,4.0,5.0,31.0,20.0,91.0,166.0,130.0,39.0,94.0,51.0,110.0,53.0,35.0,36.0,25.0,59.0,34.0,46.0,30.0,83.0,100.0,27.0,8.0,39.0,20.0,1.0,17.0,9.0,24.0,11.0,1.0,117.0,2.0,0.0,0.0,0.0,0.0
hsa-miR-15b-3p,1.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,2.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
hsa-miR-15b-5p,5.0,0.0,5.0,0.0,9.0,6.0,15.0,3.0,4.0,26.0,6.0,6.0,10.0,6.0,2.0,2.0,10.0,2.0,4.0,4.0,1.0,8.0,2.0,2.0,8.0,10.0,0.0,6.0,4.0,0.0,3.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-16-2-3p,1.0,0.0,1.0,0.0,1.0,2.0,3.0,1.0,3.0,10.0,0.0,12.0,2.0,16.0,11.0,3.0,16.0,4.0,11.0,4.0,6.0,4.0,9.0,0.0,3.0,8.0,0.0,3.0,0.0,1.0,2.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-16-5p,88.0,24.0,109.0,97.0,147.0,261.0,482.0,212.0,270.0,576.0,252.0,474.0,301.0,303.0,204.0,261.0,321.0,149.0,275.0,237.0,366.0,422.0,200.0,67.0,191.0,163.0,48.0,106.0,91.0,82.0,103.0,17.0,343.0,23.0,2.0,7.0,0.0,2.0
hsa-miR-17-3p,0.0,0.0,2.0,0.0,3.0,1.0,3.0,1.0,2.0,2.0,1.0,4.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-17-5p,2.0,0.0,1.0,0.0,3.0,2.0,1.0,2.0,1.0,4.0,1.0,5.0,7.0,3.0,8.0,0.0,2.0,0.0,4.0,3.0,8.0,4.0,2.0,0.0,4.0,1.0,0.0,1.0,1.0,4.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-181a-2-3p,1.0,0.0,0.0,0.0,2.0,0.0,5.0,1.0,1.0,8.0,0.0,6.0,1.0,1.0,3.0,0.0,4.0,9.0,0.0,4.0,1.0,0.0,7.0,0.0,3.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-181a-3p,0.0,0.0,0.0,0.0,3.0,4.0,7.0,2.0,2.0,5.0,6.0,1.0,3.0,0.0,0.0,3.0,5.0,1.0,2.0,0.0,3.0,2.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-181a-5p,71.0,4.0,61.0,50.0,61.0,163.0,788.0,118.0,179.0,332.0,184.0,292.0,223.0,274.0,205.0,75.0,175.0,200.0,257.0,130.0,223.0,500.0,187.0,50.0,78.0,66.0,18.0,32.0,55.0,31.0,27.0,9.0,184.0,10.0,2.0,3.0,3.0,0.0
hsa-miR-181b-5p,0.0,0.0,3.0,2.0,4.0,12.0,11.0,2.0,12.0,19.0,9.0,27.0,11.0,9.0,6.0,3.0,7.0,9.0,18.0,7.0,19.0,37.0,8.0,0.0,3.0,4.0,0.0,3.0,1.0,1.0,0.0,0.0,10.0,1.0,0.0,1.0,0.0,0.0
hsa-miR-181c-3p,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-181c-5p,4.0,0.0,1.0,0.0,2.0,2.0,11.0,2.0,4.0,5.0,2.0,0.0,8.0,2.0,2.0,0.0,7.0,0.0,3.0,2.0,7.0,7.0,4.0,1.0,4.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-181d-5p,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-182-5p,2.0,0.0,4.0,14.0,10.0,44.0,48.0,16.0,20.0,44.0,31.0,100.0,33.0,56.0,9.0,7.0,22.0,7.0,12.0,7.0,22.0,35.0,26.0,5.0,25.0,10.0,1.0,0.0,7.0,2.0,2.0,0.0,36.0,0.0,2.0,9.0,0.0,4.0
hsa-miR-183-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-183-5p,1.0,1.0,0.0,2.0,1.0,2.0,3.0,2.0,1.0,3.0,1.0,5.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,5.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,5.0,1.0,0.0,1.0,0.0,0.0
hsa-miR-1843,0.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.0,2.0,2.0,2.0,1.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-185-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-185-5p,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
hsa-miR-186-5p,11.0,2.0,16.0,16.0,32.0,40.0,57.0,21.0,44.0,82.0,34.0,69.0,66.0,25.0,43.0,17.0,18.0,18.0,38.0,13.0,35.0,30.0,11.0,7.0,27.0,42.0,6.0,17.0,20.0,12.0,16.0,5.0,41.0,5.0,0.0,1.0,1.0,2.0
hsa-miR-188-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-18a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-1908-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-190a-5p,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-190b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-191-3p,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-191-5p,233.0,39.0,265.0,194.0,360.0,218.0,523.0,96.0,300.0,700.0,301.0,319.0,435.0,161.0,156.0,162.0,240.0,199.0,140.0,185.0,237.0,378.0,144.0,282.0,798.0,42.0,58.0,35.0,92.0,29.0,41.0,44.0,516.0,21.0,1.0,8.0,4.0,4.0
hsa-miR-1914-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-192-3p,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-192-5p,857.0,5.0,56.0,43.0,56.0,110.0,93.0,54.0,64.0,70.0,36.0,120.0,50.0,67.0,43.0,50.0,78.0,53.0,72.0,31.0,52.0,83.0,39.0,15.0,48.0,1576.0,753.0,1341.0,1340.0,1593.0,1240.0,345.0,1922.0,554.0,1.0,7.0,5.0,3.0
hsa-miR-193a-3p,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-193a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-193b-3p,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,6.0,5.0,7.0,2.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-193b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-194-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-194-5p,17.0,0.0,11.0,3.0,4.0,4.0,6.0,0.0,5.0,11.0,6.0,6.0,2.0,8.0,2.0,5.0,1.0,2.0,8.0,6.0,3.0,6.0,4.0,0.0,1.0,31.0,23.0,27.0,20.0,28.0,43.0,2.0,35.0,7.0,0.0,0.0,0.0,0.0
hsa-miR-195-3p,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-195-5p,2.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,2.0,3.0,2.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-196b-5p,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-197-3p,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,4.0,1.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,5.0,1.0,1.0,0.0,2.0,2.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-199a-3p,12.0,0.0,19.0,27.0,62.0,50.0,27.0,33.0,21.0,99.0,92.0,101.0,137.0,4.0,13.0,40.0,11.0,59.0,30.0,7.0,46.0,44.0,33.0,7.0,9.0,20.0,3.0,10.0,8.0,0.0,1.0,0.0,57.0,2.0,0.0,0.0,0.0,0.0
hsa-miR-199a-5p,3.0,0.0,5.0,2.0,6.0,0.0,4.0,0.0,1.0,11.0,1.0,4.0,12.0,5.0,1.0,3.0,3.0,2.0,6.0,4.0,8.0,2.0,1.0,0.0,6.0,0.0,0.0,2.0,2.0,2.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-199b-3p,0.0,4.0,0.0,1.0,0.0,0.0,144.0,17.0,40.0,52.0,14.0,2.0,1.0,14.0,53.0,6.0,34.0,5.0,2.0,19.0,2.0,53.0,16.0,2.0,8.0,1.0,0.0,1.0,4.0,10.0,5.0,4.0,5.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-199b-5p,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-19a-3p,0.0,0.0,2.0,2.0,0.0,1.0,2.0,0.0,4.0,7.0,0.0,2.0,3.0,3.0,4.0,3.0,5.0,2.0,3.0,2.0,5.0,3.0,3.0,1.0,2.0,4.0,0.0,1.0,1.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-19b-3p,9.0,0.0,3.0,8.0,5.0,12.0,16.0,6.0,6.0,16.0,9.0,14.0,15.0,3.0,4.0,5.0,5.0,3.0,5.0,7.0,9.0,9.0,6.0,0.0,7.0,7.0,3.0,16.0,6.0,6.0,2.0,0.0,16.0,3.0,0.0,0.0,1.0,0.0
hsa-miR-200a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-200a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-200b-3p,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,2.0,1.0,0.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-200c-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
