miRNA,ERR12138325,ERR12138326,ERR12138327,ERR12138328,ERR12138329,ERR12138330,ERR12138331,ERR12138332,ERR12138333,ERR12138334,ERR12138336,ERR12138338,ERR12138339
hsa-miR-410-3p,9.0,2.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
hsa-miR-411-3p,3.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
hsa-miR-411-5p,13.0,1.0,8.0,1.0,0.0,0.0,0.0,1.0,2.0,6.0,3.0,5.0,1.0
hsa-miR-412-3p,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-412-5p,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-421,0.0,0.0,2.0,17.0,21.0,15.0,12.0,6.0,9.0,26.0,10.0,10.0,7.0
hsa-miR-423-3p,78.0,8.0,30.0,201.0,148.0,29.0,22.0,362.0,46.0,100.0,38.0,28.0,21.0
hsa-miR-423-5p,1.0,1.0,9.0,29.0,35.0,16.0,7.0,61.0,37.0,0.0,13.0,49.0,9.0
hsa-miR-424-3p,12.0,4.0,7.0,3.0,2.0,10.0,4.0,0.0,8.0,4.0,10.0,11.0,5.0
hsa-miR-424-5p,7.0,2.0,1.0,1.0,2.0,3.0,2.0,0.0,0.0,8.0,8.0,4.0,1.0
hsa-miR-425-3p,2.0,2.0,5.0,1.0,1.0,4.0,0.0,1.0,5.0,3.0,2.0,0.0,1.0
hsa-miR-425-5p,118.0,71.0,98.0,338.0,309.0,361.0,272.0,207.0,223.0,385.0,376.0,393.0,254.0
hsa-miR-4284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4286,7.0,9.0,20.0,2.0,5.0,4.0,1.0,37.0,38.0,34.0,10.0,8.0,10.0
hsa-miR-429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
hsa-miR-431-5p,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
hsa-miR-432-5p,16.0,6.0,12.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,1.0
hsa-miR-4326,0.0,0.0,0.0,3.0,3.0,6.0,5.0,0.0,4.0,0.0,0.0,0.0,0.0
hsa-miR-433-3p,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4433a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
hsa-miR-4440,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4443,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,5.0,3.0,2.0
hsa-miR-4444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
hsa-miR-4449,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
hsa-miR-4454,0.0,0.0,2.0,0.0,0.0,1.0,0.0,4.0,0.0,5.0,0.0,0.0,0.0
hsa-miR-4466,0.0,0.0,0.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
hsa-miR-448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
hsa-miR-4484,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4485-3p,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,6.0
hsa-miR-4485-5p,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4492,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
hsa-miR-4497,1.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-449a,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-449c-5p,0.0,0.0,0.0,1.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4508,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-450a-5p,7.0,7.0,5.0,3.0,8.0,2.0,3.0,5.0,7.0,3.0,3.0,3.0,1.0
hsa-miR-450b-5p,5.0,0.0,4.0,5.0,2.0,0.0,8.0,3.0,3.0,8.0,2.0,1.0,0.0
hsa-miR-4516,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-451a,14.0,3.0,3.0,10.0,28.0,6.0,16.0,1.0,3.0,35.0,7.0,1.0,1.0
hsa-miR-452-3p,0.0,0.0,0.0,4.0,4.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-452-5p,0.0,0.0,1.0,13.0,28.0,22.0,31.0,1.0,3.0,3.0,7.0,5.0,0.0
hsa-miR-454-3p,1.0,0.0,1.0,4.0,3.0,7.0,8.0,1.0,2.0,8.0,1.0,1.0,1.0
hsa-miR-454-5p,1.0,0.0,1.0,0.0,3.0,2.0,0.0,10.0,1.0,0.0,2.0,0.0,0.0
hsa-miR-455-3p,20.0,9.0,18.0,13.0,10.0,11.0,14.0,83.0,82.0,158.0,25.0,14.0,16.0
hsa-miR-455-5p,8.0,3.0,7.0,2.0,1.0,3.0,1.0,2.0,11.0,28.0,1.0,0.0,0.0
hsa-miR-4640-5p,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4659a-3p,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4661-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4664-3p,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4664-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
hsa-miR-4677-3p,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4683,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
hsa-miR-4723-5p,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4728-3p,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4731-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
hsa-miR-4745-3p,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
hsa-miR-4750-5p,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4764-5p,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4767,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4780,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4787-3p,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,3.0,1.0
hsa-miR-4791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
hsa-miR-4802-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
hsa-miR-4803,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-484,8.0,4.0,5.0,18.0,20.0,25.0,26.0,8.0,11.0,23.0,18.0,9.0,4.0
hsa-miR-485-3p,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
hsa-miR-485-5p,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-486-5p,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-487a-3p,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
hsa-miR-487b-3p,52.0,25.0,54.0,2.0,0.0,2.0,0.0,6.0,0.0,5.0,7.0,6.0,10.0
hsa-miR-489-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,1.0
hsa-miR-491-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
hsa-miR-493-3p,5.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0
hsa-miR-493-5p,63.0,19.0,30.0,1.0,0.0,2.0,1.0,1.0,3.0,1.0,2.0,3.0,2.0
hsa-miR-494-3p,52.0,21.0,44.0,0.0,1.0,1.0,0.0,2.0,2.0,1.0,12.0,9.0,8.0
hsa-miR-495-3p,16.0,8.0,14.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,5.0,6.0
hsa-miR-496,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
hsa-miR-497-5p,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,5.0,0.0,0.0,1.0
hsa-miR-498-5p,0.0,0.0,0.0,1.0,3.0,2.0,2.0,0.0,0.0,0.0,7.0,4.0,4.0
hsa-miR-499a-5p,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,26.0,12.0,5.0
hsa-miR-5001-3p,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-5008-3p,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
hsa-miR-500a-3p,4.0,3.0,7.0,5.0,5.0,9.0,11.0,18.0,27.0,22.0,4.0,4.0,4.0
hsa-miR-500a-5p,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0
hsa-miR-500b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0
hsa-miR-501-3p,4.0,2.0,3.0,8.0,10.0,12.0,4.0,11.0,15.0,12.0,7.0,13.0,4.0
hsa-miR-501-5p,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0
hsa-miR-502-3p,6.0,3.0,6.0,7.0,2.0,1.0,2.0,0.0,6.0,10.0,5.0,5.0,4.0
hsa-miR-502-5p,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
hsa-miR-503-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
hsa-miR-503-5p,8.0,3.0,4.0,9.0,6.0,7.0,8.0,1.0,1.0,8.0,2.0,2.0,3.0
hsa-miR-504-3p,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-504-5p,0.0,0.0,0.0,94.0,69.0,90.0,88.0,15.0,17.0,33.0,12.0,39.0,18.0
hsa-miR-505-3p,39.0,21.0,34.0,96.0,77.0,85.0,58.0,32.0,52.0,22.0,66.0,64.0,36.0
hsa-miR-505-5p,3.0,2.0,3.0,16.0,3.0,9.0,8.0,2.0,0.0,0.0,2.0,0.0,0.0
hsa-miR-506-5p,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-508-3p,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
hsa-miR-508-5p,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-509-3-5p,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-509-3p,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
hsa-miR-509-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
hsa-miR-510-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
hsa-miR-512-3p,0.0,0.0,0.0,3.0,4.0,4.0,9.0,0.0,0.0,0.0,18.0,19.0,3.0
hsa-miR-512-5p,0.0,0.0,0.0,11.0,15.0,10.0,23.0,0.0,0.0,0.0,41.0,17.0,18.0
hsa-miR-513a-5p,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0
hsa-miR-513b-5p,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0
hsa-miR-514a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
hsa-miR-514b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0
hsa-miR-515-3p,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
hsa-miR-515-5p,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,3.0,2.0,0.0
hsa-miR-516a-3p,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-516a-5p,0.0,1.0,1.0,3.0,2.0,8.0,10.0,0.0,0.0,0.0,10.0,10.0,7.0
hsa-miR-516b-5p,0.0,0.0,0.0,8.0,14.0,8.0,12.0,0.0,0.0,0.0,33.0,17.0,25.0
hsa-miR-517-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
hsa-miR-517a-3p,0.0,0.0,0.0,64.0,7.0,11.0,162.0,0.0,0.0,2.0,354.0,218.0,4.0
hsa-miR-517b-3p,0.0,0.0,0.0,6.0,79.0,90.0,5.0,1.0,1.0,0.0,33.0,11.0,188.0
hsa-miR-517c-3p,0.0,0.0,0.0,2.0,6.0,1.0,9.0,0.0,0.0,0.0,8.0,5.0,14.0
hsa-miR-5189-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-518a-3p,0.0,0.0,0.0,5.0,3.0,5.0,2.0,0.0,0.0,0.0,5.0,17.0,4.0
hsa-miR-518b,0.0,0.0,0.0,10.0,10.0,9.0,6.0,0.0,0.0,0.0,30.0,17.0,25.0
hsa-miR-518c-3p,0.0,0.0,0.0,1.0,4.0,5.0,3.0,0.0,0.0,0.0,5.0,2.0,2.0
hsa-miR-518c-5p,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
hsa-miR-518e-3p,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0
hsa-miR-518e-5p,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,11.0,0.0
hsa-miR-518f-3p,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,2.0
hsa-miR-518f-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
hsa-miR-5193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
hsa-miR-5195-5p,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-519a-2-5p,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0
hsa-miR-519a-3p,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
hsa-miR-519a-5p,0.0,0.0,0.0,2.0,3.0,6.0,3.0,0.0,0.0,0.0,4.0,4.0,1.0
hsa-miR-519b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0
hsa-miR-519b-5p,0.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0
hsa-miR-519c-3p,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
hsa-miR-519c-5p,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,3.0
hsa-miR-519d-3p,0.0,0.0,0.0,3.0,3.0,3.0,6.0,0.0,0.0,0.0,11.0,17.0,8.0
hsa-miR-519d-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
hsa-miR-520a-3p,0.0,0.0,0.0,4.0,0.0,3.0,1.0,0.0,0.0,0.0,9.0,1.0,1.0
hsa-miR-520a-5p,0.0,0.0,0.0,5.0,3.0,4.0,4.0,0.0,0.0,0.0,6.0,0.0,4.0
hsa-miR-520b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
hsa-miR-520c-3p,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,1.0,0.0
hsa-miR-520c-5p,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0
hsa-miR-520d-3p,0.0,0.0,0.0,2.0,0.0,2.0,4.0,0.0,0.0,0.0,5.0,0.0,3.0
hsa-miR-520d-5p,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
hsa-miR-520e-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
hsa-miR-520e-5p,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
hsa-miR-520f-3p,0.0,0.0,0.0,1.0,6.0,1.0,6.0,0.0,0.0,0.0,14.0,13.0,6.0
hsa-miR-520g-3p,0.0,0.0,0.0,5.0,6.0,1.0,4.0,0.0,0.0,0.0,8.0,8.0,9.0
hsa-miR-520g-5p,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-520h,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,1.0
hsa-miR-521,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0
hsa-miR-522-3p,0.0,1.0,0.0,12.0,15.0,10.0,23.0,4.0,2.0,0.0,36.0,48.0,25.0
hsa-miR-522-5p,0.0,0.0,0.0,11.0,13.0,19.0,6.0,0.0,0.0,0.0,25.0,40.0,29.0
hsa-miR-523-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,10.0,3.0
hsa-miR-523-5p,0.0,0.0,0.0,5.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-524-5p,0.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,3.0,2.0,5.0
hsa-miR-525-3p,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-525-5p,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,5.0,9.0,1.0
hsa-miR-526a-5p,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0
hsa-miR-526b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0
hsa-miR-526b-5p,0.0,0.0,0.0,5.0,3.0,5.0,0.0,0.0,0.0,0.0,9.0,12.0,3.0
hsa-miR-527,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-532-3p,0.0,0.0,0.0,0.0,5.0,1.0,2.0,0.0,0.0,1.0,2.0,3.0,1.0
hsa-miR-532-5p,14.0,12.0,6.0,12.0,10.0,14.0,11.0,32.0,30.0,91.0,27.0,20.0,16.0
hsa-miR-539-3p,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0
hsa-miR-539-5p,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-541-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
hsa-miR-542-3p,6.0,0.0,5.0,2.0,3.0,3.0,2.0,1.0,0.0,0.0,2.0,2.0,1.0
hsa-miR-543,19.0,15.0,15.0,1.0,1.0,3.0,0.0,0.0,1.0,0.0,10.0,6.0,0.0
hsa-miR-548a-3p,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-548aa,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
hsa-miR-548ab,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0
hsa-miR-548ad-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
hsa-miR-548ad-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
hsa-miR-548ae-3p,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-548ah-5p,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-548aj-3p,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-548am-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,5.0,1.0,0.0,0.0
hsa-miR-548ao-3p,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-548ar-3p,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-548ay-3p,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-548ay-5p,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0
hsa-miR-548b-5p,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-548c-5p,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0
hsa-miR-548e-3p,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
hsa-miR-548e-5p,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
hsa-miR-548h-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,1.0,0.0,0.0
hsa-miR-548i,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0
hsa-miR-548j-5p,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
hsa-miR-548k,0.0,0.0,0.0,4.0,1.0,0.0,1.0,6.0,0.0,0.0,0.0,1.0,0.0
hsa-miR-548l,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-548o-3p,0.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,7.0,2.0,4.0,1.0
hsa-miR-548o-5p,1.0,0.0,0.0,0.0,3.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0
hsa-miR-548s,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0
hsa-miR-548t-3p,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-548w,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0
hsa-miR-548x-3p,0.0,0.0,0.0,44.0,60.0,23.0,71.0,0.0,8.0,7.0,0.0,0.0,0.0
hsa-miR-548x-5p,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-548y,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,3.0,0.0
hsa-miR-550a-3-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
hsa-miR-550a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
hsa-miR-551b-3p,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-552-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
hsa-miR-552-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-556-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
hsa-miR-5581-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0
hsa-miR-5584-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
hsa-miR-5585-3p,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-561-3p,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-5683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
hsa-miR-5687,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-569,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-5699-3p,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
