miRNA,SRR20232393,SRR20232394,SRR20232395,SRR20232396,SRR20232397,SRR20232398,SRR20232399,SRR20232400,SRR20232401,SRR20232402,SRR20232403,SRR20232404,SRR20232405,SRR20232406,SRR20232407,SRR20232408,SRR20232409,SRR20232410,SRR20232411,SRR20232412,SRR20232413,SRR20232414,SRR20232415,SRR20232416,SRR20232417,SRR20232418,SRR20232419,SRR20232420,SRR20232421,SRR20232422,SRR20232423,SRR20232424,SRR20232425,SRR20232426,SRR20232427,SRR20232428,SRR20232429,SRR20232430,SRR20232431,SRR20232432
hsa-miR-215-5p,2.0,0.0,3.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,9.0,0.0,15.0,33.0,0.0,0.0,34.0,0.0,11.0,0.0,7.0,0.0,0.0,18.0,0.0,13.0,15.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0
hsa-miR-217-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,1.0
hsa-miR-218-5p,0.0,11.0,4.0,9.0,9.0,0.0,2.0,0.0,0.0,12.0,0.0,0.0,0.0,2.0,0.0,0.0,12.0,0.0,2.0,12.0,0.0,0.0,37.0,0.0,23.0,13.0,1.0,0.0,0.0,4.0,20.0,36.0,16.0,0.0,0.0,0.0,82.0,3.0,6.0,0.0
hsa-miR-219a-2-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
hsa-miR-22-3p,1.0,0.0,12.0,12.0,17.0,0.0,0.0,0.0,9.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,1.0,19.0,1.0,2.0,16.0,1.0,41.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0
hsa-miR-22-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-221-3p,0.0,9.0,4.0,2.0,17.0,0.0,20.0,0.0,0.0,0.0,5.0,1.0,0.0,15.0,1.0,0.0,2.0,1.0,0.0,2.0,4.0,1.0,2.0,31.0,22.0,0.0,49.0,13.0,1.0,4.0,88.0,61.0,8.0,29.0,0.0,0.0,0.0,5.0,0.0,0.0
hsa-miR-222-3p,8.0,0.0,5.0,1.0,2.0,22.0,0.0,21.0,0.0,0.0,21.0,0.0,20.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,29.0,0.0,18.0,33.0,16.0,19.0,0.0,3.0,7.0,15.0,0.0,0.0,0.0,0.0,83.0,0.0,0.0,0.0
hsa-miR-223-3p,1698.0,4776.0,2193.0,11364.0,9123.0,889.0,1959.0,2238.0,1077.0,1042.0,2085.0,2917.0,1227.0,1132.0,1700.0,1098.0,6314.0,2929.0,689.0,7260.0,870.0,1593.0,9616.0,1137.0,7837.0,4011.0,12448.0,7731.0,2573.0,2642.0,30510.0,21669.0,4792.0,1190.0,724.0,2136.0,2264.0,8063.0,4048.0,4320.0
hsa-miR-223-5p,90.0,196.0,91.0,904.0,521.0,67.0,167.0,215.0,17.0,70.0,49.0,244.0,66.0,79.0,55.0,103.0,237.0,135.0,34.0,292.0,51.0,146.0,276.0,88.0,265.0,215.0,491.0,215.0,153.0,159.0,1808.0,798.0,223.0,32.0,27.0,80.0,98.0,844.0,225.0,276.0
hsa-miR-224-5p,0.0,0.0,0.0,2.0,1.0,0.0,1.0,2.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-2278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,16.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-2355-3p,10.0,0.0,0.0,21.0,0.0,0.0,8.0,0.0,0.0,0.0,9.0,12.0,0.0,0.0,0.0,0.0,19.0,13.0,0.0,2.0,0.0,0.0,0.0,0.0,12.0,2.0,0.0,15.0,0.0,8.0,69.0,19.0,6.0,0.0,0.0,0.0,0.0,2.0,0.0,6.0
hsa-miR-23a-3p,1000.0,1817.0,797.0,2690.0,3296.0,704.0,739.0,1206.0,767.0,258.0,871.0,1040.0,837.0,479.0,486.0,576.0,2411.0,996.0,392.0,2049.0,362.0,807.0,4223.0,516.0,4055.0,1018.0,5149.0,2473.0,775.0,1056.0,8573.0,4826.0,1947.0,259.0,373.0,959.0,779.0,1685.0,889.0,735.0
hsa-miR-23b-3p,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,17.0,1.0,0.0,40.0,10.0,7.0,0.0,17.0,65.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-23b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-24-2-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-24-3p,0.0,0.0,7.0,0.0,6.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,18.0,21.0,1.0,20.0,1.0,0.0,20.0,0.0,3.0,43.0,3.0,1.0,0.0,0.0,1.0,0.0,61.0,0.0,0.0
hsa-miR-25-3p,31.0,10.0,31.0,39.0,25.0,7.0,13.0,15.0,3.0,10.0,13.0,68.0,48.0,2.0,69.0,6.0,45.0,6.0,26.0,78.0,6.0,17.0,182.0,5.0,125.0,37.0,61.0,14.0,10.0,58.0,77.0,177.0,139.0,9.0,5.0,9.0,14.0,31.0,27.0,24.0
hsa-miR-26a-5p,0.0,12.0,17.0,28.0,0.0,6.0,0.0,17.0,1.0,1.0,36.0,25.0,24.0,2.0,16.0,7.0,16.0,4.0,6.0,44.0,8.0,5.0,66.0,18.0,65.0,22.0,27.0,59.0,18.0,15.0,114.0,91.0,15.0,3.0,20.0,37.0,4.0,120.0,0.0,3.0
hsa-miR-26b-3p,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,3.0,2.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,15.0,22.0,0.0,0.0,14.0,0.0,0.0,0.0,17.0,19.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
hsa-miR-26b-5p,12.0,23.0,0.0,13.0,16.0,0.0,11.0,2.0,0.0,1.0,2.0,3.0,1.0,0.0,0.0,14.0,22.0,27.0,37.0,3.0,0.0,0.0,34.0,1.0,0.0,24.0,27.0,35.0,13.0,1.0,66.0,41.0,11.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0
hsa-miR-27a-3p,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,24.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,17.0
hsa-miR-27a-5p,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-27b-3p,0.0,1.0,7.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,21.0,1.0,19.0,3.0,30.0,16.0,4.0,4.0,19.0,0.0,13.0,2.0,5.0,0.0,6.0,1.0,1.0,1.0
hsa-miR-28-3p,81.0,82.0,70.0,177.0,224.0,48.0,44.0,167.0,15.0,67.0,99.0,105.0,43.0,49.0,28.0,57.0,271.0,132.0,44.0,164.0,19.0,68.0,252.0,61.0,494.0,259.0,567.0,188.0,68.0,97.0,976.0,574.0,151.0,38.0,69.0,96.0,264.0,191.0,125.0,172.0
hsa-miR-28-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-2861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
hsa-miR-29a-3p,7.0,26.0,3.0,38.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,6.0,0.0,7.0,4.0,1.0,5.0,6.0,10.0,10.0,0.0,11.0,30.0,19.0,23.0,2.0,1.0,21.0,46.0,29.0,3.0,9.0,1.0,0.0,2.0,2.0,3.0
hsa-miR-29b-3p,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,18.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-29c-3p,0.0,0.0,5.0,10.0,0.0,0.0,0.0,0.0,17.0,0.0,3.0,1.0,0.0,4.0,0.0,0.0,0.0,3.0,17.0,0.0,0.0,0.0,1.0,0.0,15.0,3.0,23.0,10.0,0.0,0.0,1.0,5.0,6.0,4.0,0.0,21.0,0.0,0.0,20.0,10.0
hsa-miR-29c-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-301a-3p,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,8.0,0.0,7.0,0.0,27.0,0.0,2.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,10.0
hsa-miR-3059-3p,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3064-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,11.0,0.0,0.0,0.0,0.0,6.0,34.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
hsa-miR-3065-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,12.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,18.0,48.0,0.0,0.0,47.0,65.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0
hsa-miR-30a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-30a-5p,164.0,372.0,167.0,66.0,363.0,107.0,56.0,136.0,110.0,19.0,98.0,67.0,157.0,57.0,51.0,147.0,428.0,115.0,70.0,140.0,37.0,127.0,704.0,148.0,867.0,320.0,995.0,465.0,49.0,189.0,160.0,918.0,305.0,13.0,75.0,343.0,98.0,438.0,42.0,54.0
hsa-miR-30b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0,0.0,0.0,38.0,0.0,20.0,0.0,2.0,0.0,2.0,1.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-30c-2-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-30c-5p,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,3.0,6.0,0.0,22.0,8.0,3.0,4.0,0.0,1.0,0.0,0.0,6.0
hsa-miR-30d-5p,299.0,416.0,193.0,339.0,446.0,115.0,105.0,180.0,229.0,86.0,186.0,239.0,237.0,76.0,148.0,114.0,688.0,258.0,157.0,710.0,48.0,284.0,1536.0,254.0,1229.0,605.0,1701.0,951.0,112.0,391.0,812.0,1637.0,758.0,145.0,138.0,361.0,175.0,452.0,183.0,143.0
hsa-miR-30e-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-30e-5p,328.0,563.0,283.0,387.0,977.0,121.0,163.0,232.0,256.0,218.0,204.0,297.0,302.0,137.0,130.0,103.0,557.0,159.0,128.0,459.0,95.0,305.0,1675.0,214.0,1211.0,580.0,1951.0,1476.0,166.0,407.0,878.0,1871.0,706.0,66.0,65.0,354.0,183.0,289.0,143.0,255.0
hsa-miR-31-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,3.0,0.0,0.0,1.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
hsa-miR-3147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3150a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,0.0
hsa-miR-3150b-3p,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
hsa-miR-3168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3179,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3180-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3182,18.0,5.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,4.0,0.0,0.0,0.0,5.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
hsa-miR-3184-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3198,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
hsa-miR-3199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-32-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-320a-3p,1717.0,1711.0,1093.0,3865.0,3656.0,1290.0,1292.0,1446.0,1259.0,1044.0,824.0,1150.0,779.0,484.0,384.0,355.0,2161.0,657.0,711.0,3359.0,164.0,764.0,3465.0,441.0,3560.0,2757.0,3816.0,2277.0,660.0,1752.0,6160.0,6603.0,2925.0,392.0,455.0,1259.0,715.0,1785.0,378.0,388.0
hsa-miR-320a-5p,19.0,0.0,3.0,226.0,0.0,0.0,13.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,3.0,0.0,0.0,0.0,0.0
hsa-miR-320b,78.0,35.0,16.0,65.0,127.0,29.0,44.0,20.0,106.0,186.0,64.0,36.0,2.0,13.0,13.0,10.0,26.0,81.0,23.0,94.0,2.0,37.0,52.0,37.0,28.0,139.0,126.0,38.0,11.0,84.0,270.0,146.0,73.0,25.0,14.0,79.0,5.0,15.0,13.0,3.0
hsa-miR-320c,7.0,5.0,0.0,32.0,24.0,28.0,11.0,24.0,8.0,20.0,0.0,0.0,1.0,0.0,17.0,3.0,11.0,1.0,0.0,1.0,5.0,6.0,11.0,0.0,9.0,28.0,67.0,21.0,0.0,20.0,64.0,40.0,22.0,1.0,3.0,2.0,1.0,0.0,2.0,0.0
hsa-miR-320d,1.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
hsa-miR-320e,13.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,17.0,0.0,28.0,0.0,0.0,0.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0
hsa-miR-323a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-324-3p,6.0,30.0,12.0,47.0,49.0,0.0,0.0,10.0,0.0,0.0,5.0,1.0,7.0,8.0,28.0,7.0,50.0,33.0,28.0,6.0,0.0,0.0,44.0,4.0,32.0,6.0,47.0,30.0,13.0,14.0,297.0,141.0,57.0,0.0,0.0,3.0,1.0,4.0,36.0,23.0
hsa-miR-324-5p,0.0,29.0,47.0,50.0,6.0,0.0,11.0,15.0,0.0,27.0,9.0,17.0,48.0,31.0,25.0,35.0,144.0,15.0,0.0,98.0,21.0,67.0,209.0,34.0,120.0,148.0,128.0,42.0,29.0,35.0,241.0,312.0,112.0,0.0,19.0,14.0,4.0,144.0,39.0,66.0
hsa-miR-328-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,14.0,25.0,0.0,0.0,0.0,13.0,1.0,0.0,0.0,0.0
hsa-miR-328-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-331-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,1.0,0.0,0.0,0.0,19.0,14.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,29.0,4.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0
hsa-miR-335-5p,0.0,0.0,3.0,0.0,0.0,16.0,0.0,1.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,0.0,3.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0
hsa-miR-337-5p,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-338-3p,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,38.0,55.0,61.0,0.0,0.0,0.0,44.0,24.0,0.0,9.0,0.0,0.0,58.0,10.0,0.0,0.0,324.0,53.0,0.0,184.0,200.0,21.0,0.0,32.0,0.0,0.0,0.0,77.0,0.0
hsa-miR-339-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-340-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
