miRNA,ERR7015676,ERR7015677,ERR7015678,ERR7015679,ERR7015680,ERR7015681,ERR7015682,ERR7015683,ERR7015684,ERR7015685,ERR7015686,ERR7015687
hsa-miR-26b-5p,31.0,26.0,42.0,23.0,19.0,24.0,34.0,34.0,35.0,50.0,12.0,6.0
hsa-miR-27a-3p,55.0,54.0,189.0,87.0,112.0,96.0,55.0,150.0,42.0,109.0,30.0,15.0
hsa-miR-27a-5p,0.0,2.0,1.0,0.0,0.0,0.0,4.0,0.0,6.0,0.0,0.0,0.0
hsa-miR-27b-3p,153.0,184.0,549.0,262.0,205.0,342.0,266.0,401.0,277.0,534.0,220.0,97.0
hsa-miR-27b-5p,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0
hsa-miR-28-3p,6.0,11.0,59.0,15.0,10.0,13.0,15.0,38.0,30.0,41.0,22.0,15.0
hsa-miR-28-5p,2.0,2.0,4.0,2.0,3.0,2.0,2.0,5.0,4.0,9.0,3.0,3.0
hsa-miR-296-3p,6.0,2.0,31.0,6.0,2.0,3.0,12.0,17.0,20.0,7.0,1.0,4.0
hsa-miR-296-5p,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-299-3p,0.0,0.0,2.0,1.0,2.0,0.0,0.0,1.0,2.0,5.0,1.0,0.0
hsa-miR-299-5p,0.0,0.0,2.0,3.0,0.0,0.0,6.0,1.0,2.0,0.0,0.0,0.0
hsa-miR-29a-3p,170.0,146.0,455.0,159.0,215.0,302.0,173.0,381.0,179.0,430.0,163.0,49.0
hsa-miR-29a-5p,2.0,1.0,7.0,0.0,3.0,0.0,1.0,10.0,2.0,0.0,0.0,0.0
hsa-miR-29b-1-5p,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,3.0,1.0,0.0
hsa-miR-29b-2-5p,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-29b-3p,15.0,20.0,27.0,17.0,14.0,21.0,12.0,24.0,15.0,29.0,7.0,7.0
hsa-miR-29c-3p,1.0,1.0,2.0,0.0,6.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0
hsa-miR-301a-3p,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
hsa-miR-301b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
hsa-miR-3064-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
hsa-miR-3065-3p,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3065-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
hsa-miR-30a-3p,8.0,5.0,12.0,3.0,3.0,3.0,1.0,10.0,5.0,9.0,0.0,2.0
hsa-miR-30a-5p,52.0,69.0,141.0,54.0,41.0,74.0,83.0,112.0,66.0,61.0,41.0,29.0
hsa-miR-30b-5p,4.0,2.0,8.0,0.0,1.0,2.0,5.0,5.0,3.0,6.0,0.0,1.0
hsa-miR-30c-1-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-30c-2-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0
hsa-miR-30c-5p,18.0,9.0,48.0,9.0,9.0,5.0,15.0,37.0,25.0,34.0,17.0,6.0
hsa-miR-30d-3p,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0
hsa-miR-30d-5p,23.0,29.0,84.0,22.0,13.0,26.0,24.0,45.0,32.0,32.0,15.0,26.0
hsa-miR-30e-3p,1.0,1.0,3.0,1.0,2.0,2.0,1.0,3.0,3.0,5.0,3.0,1.0
hsa-miR-30e-5p,23.0,20.0,39.0,7.0,8.0,16.0,18.0,33.0,47.0,38.0,23.0,24.0
hsa-miR-31-3p,0.0,3.0,0.0,0.0,3.0,0.0,2.0,2.0,2.0,4.0,0.0,0.0
hsa-miR-31-5p,14.0,22.0,33.0,9.0,7.0,4.0,9.0,39.0,30.0,50.0,21.0,13.0
hsa-miR-3125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
hsa-miR-3126-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
hsa-miR-3129-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
hsa-miR-3129-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
hsa-miR-3144-3p,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
hsa-miR-3154,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3158-3p,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3173-5p,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3177-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
hsa-miR-3178,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0
hsa-miR-3179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
hsa-miR-3181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-3182,3.0,8.0,2.0,2.0,3.0,0.0,1.0,8.0,4.0,39.0,19.0,35.0
hsa-miR-3187-3p,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
hsa-miR-3195,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0
hsa-miR-3196,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-32-5p,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-320a-3p,630.0,715.0,1968.0,951.0,292.0,422.0,1106.0,1218.0,2570.0,1092.0,419.0,317.0
hsa-miR-320a-5p,2.0,1.0,2.0,0.0,5.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0
hsa-miR-320b,95.0,74.0,119.0,120.0,79.0,44.0,161.0,206.0,441.0,39.0,24.0,8.0
hsa-miR-320c,9.0,0.0,237.0,38.0,9.0,34.0,34.0,106.0,11.0,53.0,13.0,19.0
hsa-miR-320d,3.0,0.0,10.0,20.0,24.0,1.0,5.0,13.0,122.0,18.0,15.0,0.0
hsa-miR-320e,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,11.0,0.0
hsa-miR-323a-3p,12.0,5.0,21.0,9.0,7.0,14.0,10.0,15.0,18.0,32.0,20.0,7.0
hsa-miR-323a-5p,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
hsa-miR-323b-3p,0.0,7.0,2.0,5.0,2.0,2.0,3.0,2.0,6.0,3.0,3.0,0.0
hsa-miR-324-5p,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0
hsa-miR-326,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0
hsa-miR-328-3p,2.0,3.0,22.0,3.0,1.0,2.0,4.0,4.0,6.0,5.0,1.0,0.0
hsa-miR-329-3p,0.0,1.0,14.0,2.0,2.0,9.0,3.0,5.0,4.0,18.0,3.0,0.0
hsa-miR-329-5p,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
hsa-miR-330-3p,1.0,2.0,4.0,2.0,0.0,2.0,1.0,1.0,1.0,6.0,2.0,1.0
hsa-miR-330-5p,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-331-5p,5.0,2.0,16.0,7.0,1.0,8.0,3.0,9.0,9.0,26.0,6.0,6.0
hsa-miR-335-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,4.0
hsa-miR-335-5p,15.0,11.0,29.0,15.0,13.0,17.0,21.0,23.0,28.0,149.0,46.0,28.0
hsa-miR-337-3p,0.0,4.0,6.0,1.0,3.0,1.0,1.0,1.0,1.0,9.0,1.0,0.0
hsa-miR-337-5p,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
hsa-miR-339-3p,0.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,0.0,1.0,0.0,0.0
hsa-miR-339-5p,10.0,7.0,41.0,10.0,3.0,2.0,29.0,27.0,51.0,7.0,2.0,0.0
hsa-miR-33a-3p,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-33a-5p,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
hsa-miR-33b-3p,4.0,3.0,5.0,9.0,4.0,7.0,2.0,4.0,1.0,4.0,1.0,4.0
hsa-miR-33b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-340-5p,3.0,6.0,4.0,1.0,3.0,6.0,4.0,2.0,0.0,9.0,5.0,2.0
hsa-miR-342-3p,3.0,0.0,6.0,4.0,1.0,1.0,0.0,5.0,0.0,7.0,2.0,0.0
hsa-miR-342-5p,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-345-5p,1.0,1.0,10.0,0.0,0.0,4.0,1.0,0.0,2.0,4.0,1.0,0.0
hsa-miR-34a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
hsa-miR-34a-5p,5.0,1.0,1.0,0.0,4.0,8.0,1.0,2.0,1.0,1.0,2.0,1.0
hsa-miR-34b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
hsa-miR-34c-5p,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,3.0,14.0,4.0,4.0
hsa-miR-3605-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
hsa-miR-361-3p,0.0,0.0,3.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,2.0,0.0
hsa-miR-361-5p,7.0,5.0,29.0,3.0,5.0,16.0,6.0,12.0,12.0,54.0,25.0,11.0
hsa-miR-3613-3p,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3613-5p,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3615,0.0,0.0,3.0,1.0,0.0,0.0,1.0,4.0,0.0,1.0,1.0,0.0
hsa-miR-362-3p,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-363-3p,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
hsa-miR-3648,1.0,3.0,3.0,0.0,4.0,5.0,9.0,0.0,3.0,5.0,4.0,3.0
hsa-miR-365a-3p,0.0,1.0,8.0,0.0,0.0,3.0,1.0,0.0,0.0,12.0,4.0,0.0
hsa-miR-365a-5p,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-365b-3p,3.0,1.0,0.0,0.0,0.0,0.0,3.0,10.0,3.0,1.0,1.0,5.0
hsa-miR-365b-5p,3.0,1.0,4.0,3.0,0.0,1.0,5.0,5.0,3.0,1.0,1.0,0.0
hsa-miR-3665,26.0,23.0,30.0,30.0,33.0,35.0,52.0,13.0,36.0,0.0,0.0,0.0
hsa-miR-3679-5p,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0
hsa-miR-3680-3p,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-369-3p,47.0,24.0,88.0,19.0,35.0,65.0,21.0,62.0,39.0,224.0,56.0,27.0
hsa-miR-369-5p,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0
hsa-miR-370-3p,3.0,11.0,66.0,29.0,17.0,7.0,30.0,26.0,29.0,20.0,5.0,3.0
hsa-miR-370-5p,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
hsa-miR-371a-5p,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
hsa-miR-372-3p,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-373-3p,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-374a-3p,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
hsa-miR-374a-5p,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,4.0,2.0
hsa-miR-374b-3p,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-374b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-375-3p,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-376a-2-5p,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-376a-3p,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,7.0,0.0,0.0
hsa-miR-376b-3p,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-376c-3p,6.0,1.0,18.0,4.0,3.0,14.0,0.0,3.0,3.0,11.0,12.0,0.0
hsa-miR-376c-5p,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
hsa-miR-377-3p,0.0,0.0,6.0,0.0,5.0,1.0,3.0,6.0,1.0,14.0,1.0,2.0
hsa-miR-377-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
hsa-miR-378a-3p,17.0,32.0,70.0,46.0,12.0,25.0,44.0,76.0,110.0,199.0,99.0,58.0
hsa-miR-378a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0
hsa-miR-378c,0.0,4.0,33.0,11.0,3.0,2.0,9.0,4.0,12.0,13.0,0.0,6.0
hsa-miR-378d,5.0,1.0,0.0,16.0,3.0,1.0,4.0,19.0,9.0,8.0,5.0,7.0
hsa-miR-378e,0.0,0.0,2.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-379-3p,0.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,2.0,0.0
hsa-miR-379-5p,7.0,2.0,12.0,3.0,1.0,3.0,6.0,18.0,9.0,15.0,5.0,6.0
hsa-miR-380-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,4.0,0.0,0.0
hsa-miR-380-5p,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-381-3p,17.0,12.0,34.0,11.0,10.0,12.0,17.0,39.0,8.0,49.0,36.0,8.0
hsa-miR-382-3p,9.0,5.0,11.0,7.0,4.0,4.0,9.0,11.0,3.0,23.0,16.0,1.0
hsa-miR-382-5p,13.0,12.0,44.0,12.0,9.0,27.0,12.0,28.0,12.0,44.0,19.0,7.0
hsa-miR-3909,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-3916,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0
hsa-miR-3917,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3928-3p,2.0,0.0,5.0,1.0,1.0,1.0,2.0,2.0,3.0,0.0,0.0,0.0
hsa-miR-3929,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3934-5p,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3940-3p,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3960,413.0,443.0,590.0,379.0,593.0,482.0,968.0,354.0,518.0,3.0,3.0,0.0
hsa-miR-409-3p,32.0,10.0,47.0,12.0,13.0,17.0,21.0,38.0,42.0,64.0,30.0,16.0
hsa-miR-409-5p,0.0,0.0,2.0,4.0,6.0,1.0,3.0,7.0,2.0,6.0,6.0,6.0
hsa-miR-410-3p,5.0,3.0,6.0,4.0,2.0,8.0,2.0,5.0,1.0,27.0,6.0,4.0
hsa-miR-411-3p,0.0,2.0,5.0,2.0,0.0,0.0,1.0,2.0,2.0,4.0,1.0,0.0
hsa-miR-411-5p,5.0,9.0,5.0,6.0,1.0,3.0,5.0,8.0,4.0,14.0,5.0,5.0
hsa-miR-412-5p,8.0,4.0,18.0,2.0,10.0,9.0,9.0,9.0,12.0,25.0,13.0,2.0
hsa-miR-421,0.0,0.0,0.0,2.0,0.0,2.0,1.0,2.0,4.0,9.0,2.0,0.0
hsa-miR-423-3p,333.0,118.0,562.0,525.0,139.0,210.0,484.0,399.0,822.0,67.0,42.0,19.0
hsa-miR-423-5p,86.0,328.0,135.0,222.0,226.0,643.0,27.0,519.0,322.0,162.0,839.0,445.0
hsa-miR-424-3p,4.0,5.0,4.0,2.0,0.0,3.0,1.0,4.0,7.0,44.0,14.0,4.0
hsa-miR-424-5p,7.0,11.0,13.0,6.0,4.0,1.0,5.0,7.0,8.0,47.0,12.0,10.0
hsa-miR-425-3p,2.0,2.0,4.0,4.0,0.0,1.0,0.0,1.0,0.0,6.0,1.0,0.0
hsa-miR-425-5p,8.0,0.0,2.0,4.0,1.0,2.0,2.0,6.0,8.0,5.0,4.0,2.0
hsa-miR-4283,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4286,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4306,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-431-3p,4.0,10.0,16.0,14.0,7.0,4.0,6.0,13.0,22.0,9.0,9.0,2.0
hsa-miR-431-5p,2.0,1.0,2.0,3.0,2.0,2.0,1.0,3.0,7.0,0.0,0.0,0.0
hsa-miR-4313,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-432-3p,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-432-5p,5.0,8.0,28.0,7.0,9.0,8.0,5.0,8.0,26.0,42.0,17.0,7.0
hsa-miR-4326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
hsa-miR-433-3p,7.0,4.0,9.0,1.0,5.0,7.0,2.0,5.0,6.0,17.0,12.0,10.0
hsa-miR-4421,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4425,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4433b-3p,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4433b-5p,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
hsa-miR-4449,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4466,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4474-3p,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-4484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
hsa-miR-4485-3p,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,1.0,0.0
hsa-miR-4488,11.0,9.0,40.0,6.0,7.0,13.0,23.0,16.0,11.0,2.0,5.0,2.0
hsa-miR-4492,4.0,3.0,10.0,2.0,3.0,2.0,14.0,5.0,1.0,0.0,0.0,0.0
hsa-miR-4497,7.0,7.0,28.0,7.0,19.0,3.0,26.0,16.0,23.0,0.0,1.0,1.0
hsa-miR-449c-5p,20.0,35.0,4.0,27.0,15.0,32.0,13.0,15.0,9.0,15.0,8.0,23.0
hsa-miR-4500,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
hsa-miR-4508,4.0,4.0,15.0,1.0,7.0,7.0,19.0,8.0,8.0,0.0,1.0,0.0
hsa-miR-450a-1-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-450a-2-3p,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-450a-5p,5.0,1.0,4.0,6.0,4.0,11.0,2.0,7.0,4.0,28.0,9.0,12.0
hsa-miR-450b-5p,6.0,0.0,7.0,4.0,5.0,6.0,3.0,3.0,7.0,24.0,6.0,5.0
hsa-miR-4511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
hsa-miR-4512,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4516,5.0,4.0,13.0,12.0,8.0,7.0,17.0,5.0,11.0,16.0,21.0,14.0
hsa-miR-451a,33.0,32.0,131.0,34.0,5.0,5.0,23.0,124.0,10.0,85.0,12.0,7.0
hsa-miR-452-3p,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
hsa-miR-452-5p,2.0,2.0,2.0,0.0,2.0,2.0,4.0,5.0,2.0,3.0,0.0,1.0
hsa-miR-4527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-454-3p,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,1.0,1.0
hsa-miR-454-5p,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
hsa-miR-455-3p,2.0,1.0,3.0,0.0,2.0,2.0,0.0,5.0,1.0,2.0,0.0,0.0
hsa-miR-455-5p,3.0,10.0,9.0,3.0,2.0,3.0,6.0,3.0,5.0,4.0,5.0,1.0
hsa-miR-4638-3p,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4642,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4645-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-4649-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-4656,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-466,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4665-5p,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0
hsa-miR-4677-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
hsa-miR-4682,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4683,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4687-3p,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
hsa-miR-4710,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4725-5p,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4732-3p,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4742-3p,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4743-5p,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4745-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
hsa-miR-4749-5p,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4750-5p,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4755-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
hsa-miR-4785,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4787-3p,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
hsa-miR-4788,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
hsa-miR-4793-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
hsa-miR-4800-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
hsa-miR-483-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
hsa-miR-483-5p,1.0,3.0,0.0,0.0,1.0,1.0,2.0,2.0,7.0,1.0,0.0,0.0
hsa-miR-484,8.0,4.0,10.0,10.0,6.0,12.0,5.0,7.0,7.0,23.0,5.0,1.0
hsa-miR-485-3p,0.0,3.0,4.0,2.0,2.0,2.0,1.0,1.0,2.0,3.0,3.0,1.0
hsa-miR-485-5p,1.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,4.0,1.0,0.0,1.0
hsa-miR-486-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-486-5p,12.0,7.0,40.0,2.0,3.0,1.0,0.0,27.0,40.0,18.0,6.0,8.0
