miRNA,SRR4103521,SRR4103522,SRR4103523,SRR4103524,SRR4103525,SRR4103533,SRR4103534,SRR4103535,SRR4103536,SRR4103537,SRR4103538,SRR4103539,SRR4103540,SRR4103581,SRR4103582,SRR4103606,SRR4103647,SRR4103648,SRR4103649,SRR4103651,SRR4103652,SRR4103653
hsa-miR-140-5p,1.0,1.0,0.0,0.0,1919.0,0.0,0.0,68.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,241.0,263.0,229.0,0.0,0.0,0.0
hsa-miR-141-3p,8.0,8.0,0.0,0.0,558.0,0.0,0.0,240.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,4.0,4.0,0.0,0.0,0.0
hsa-miR-141-5p,0.0,0.0,0.0,0.0,110.0,0.0,0.0,49.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-142-3p,0.0,7.0,0.0,0.0,9.0,0.0,0.0,11.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,8.0,11.0,0.0,0.0,0.0
hsa-miR-142-5p,0.0,19.0,0.0,0.0,42.0,0.0,0.0,47.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,30.0,26.0,0.0,0.0,0.0
hsa-miR-143-3p,0.0,0.0,0.0,0.0,2422.0,12.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,59.0,38.0,0.0,0.0,0.0
hsa-miR-143-5p,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-144-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,20.0,10.0,0.0,0.0,0.0
hsa-miR-144-5p,0.0,0.0,0.0,0.0,4.0,1.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,62.0,59.0,0.0,0.0,0.0
hsa-miR-145-3p,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-145-5p,0.0,0.0,0.0,0.0,16067.0,144.0,0.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,343.0,368.0,321.0,0.0,0.0,0.0
hsa-miR-1468-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1468-5p,0.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-146a-5p,0.0,21.0,1.0,0.0,3374.0,5.0,0.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2239.0,2364.0,2079.0,8.0,17.0,6.0
hsa-miR-146b-3p,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-146b-5p,0.0,7.0,0.0,0.0,314.0,3.0,0.0,36.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,6.0,1.0,0.0,0.0
hsa-miR-147b-3p,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0
hsa-miR-147b-5p,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-148a-3p,21.0,24.0,1.0,0.0,5566.0,1.0,34.0,539.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,152.0,127.0,124.0,0.0,0.0,0.0
hsa-miR-148a-5p,1.0,0.0,0.0,0.0,20.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-148b-3p,4.0,2.0,0.0,0.0,1450.0,1.0,7.0,221.0,9.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,57.0,71.0,59.0,0.0,0.0,0.0
hsa-miR-148b-5p,0.0,0.0,0.0,0.0,113.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,20.0,17.0,0.0,0.0,0.0
hsa-miR-149-5p,3.0,89.0,0.0,0.0,3846.0,2.0,0.0,322.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,217.0,222.0,201.0,0.0,0.0,0.0
hsa-miR-150-5p,0.0,26.0,0.0,0.0,59.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,56.0,57.0,0.0,0.0,0.0
hsa-miR-151a-3p,0.0,17.0,0.0,0.0,6875.0,8.0,0.0,286.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176.0,162.0,177.0,0.0,0.0,0.0
hsa-miR-151a-5p,0.0,0.0,0.0,0.0,249.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,161.0,150.0,0.0,0.0,0.0
hsa-miR-151b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,10.0,2.0,0.0,0.0,0.0
hsa-miR-152-3p,0.0,0.0,0.0,0.0,3897.0,1.0,1.0,193.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,70.0,52.0,0.0,0.0,0.0
hsa-miR-152-5p,0.0,0.0,0.0,0.0,40.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,0.0,0.0,0.0
hsa-miR-1537-3p,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,2.0,0.0,0.0,0.0
hsa-miR-154-3p,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-154-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-155-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0
hsa-miR-155-5p,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,0.0,0.0,0.0
hsa-miR-15a-3p,0.0,0.0,0.0,0.0,84.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,1.0,0.0,0.0,0.0
hsa-miR-15a-5p,1.0,13.0,1.0,1.0,1706.0,5.0,10.0,884.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,831.0,812.0,784.0,1.0,0.0,0.0
hsa-miR-15b-3p,0.0,5.0,0.0,0.0,11348.0,5.0,3.0,287.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,276.0,330.0,300.0,1.0,0.0,0.0
hsa-miR-15b-5p,2.0,74.0,1.0,0.0,18561.0,16.0,5.0,1733.0,62.0,0.0,1.0,3.0,2.0,1.0,1.0,0.0,1105.0,1218.0,1190.0,1.0,1.0,0.0
hsa-miR-16-2-3p,0.0,3.0,0.0,0.0,4183.0,3.0,0.0,70.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,362.0,373.0,356.0,0.0,0.0,0.0
hsa-miR-16-5p,26.0,105.0,9.0,2.0,45929.0,52.0,39.0,3055.0,218.0,3.0,2.0,6.0,3.0,0.0,1.0,0.0,2436.0,2917.0,3257.0,1.0,2.0,1.0
hsa-miR-17-3p,2.0,7.0,0.0,0.0,909.0,1.0,1.0,34.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,116.0,117.0,127.0,0.0,0.0,0.0
hsa-miR-17-5p,84.0,340.0,26.0,2.0,30589.0,15.0,6.0,1401.0,169.0,13.0,3.0,5.0,2.0,0.0,1.0,2.0,8120.0,8529.0,7509.0,3.0,2.0,0.0
hsa-miR-181a-2-3p,0.0,4.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,18.0,21.0,0.0,0.0,0.0
hsa-miR-181a-3p,3.0,2.0,1.0,0.0,191.0,1.0,0.0,26.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.0,164.0,153.0,0.0,0.0,0.0
hsa-miR-181a-5p,42.0,53.0,1.0,1.0,13761.0,6.0,2.0,1371.0,47.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3217.0,3279.0,3097.0,0.0,0.0,0.0
hsa-miR-181b-2-3p,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,8.0,5.0,0.0,0.0,0.0
hsa-miR-181b-3p,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,23.0,20.0,0.0,0.0,0.0
hsa-miR-181b-5p,5.0,31.0,0.0,0.0,6346.0,1.0,1.0,389.0,16.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2823.0,2756.0,2761.0,0.0,0.0,0.0
hsa-miR-181c-3p,0.0,0.0,0.0,0.0,8.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,6.0,7.0,0.0,0.0,0.0
hsa-miR-181c-5p,0.0,6.0,2.0,0.0,92.0,2.0,0.0,62.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,28.0,16.0,23.0,0.0,0.0,0.0
hsa-miR-181d-5p,0.0,7.0,1.0,0.0,40.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,14.0,15.0,0.0,0.0,0.0
hsa-miR-182-3p,0.0,0.0,0.0,0.0,51.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,7.0,0.0,0.0,0.0
hsa-miR-182-5p,6.0,19.0,1.0,0.0,2787.0,9.0,1.0,472.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,154.0,146.0,160.0,0.0,0.0,0.0
hsa-miR-183-3p,0.0,1.0,0.0,0.0,113.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,0.0
hsa-miR-183-5p,0.0,13.0,0.0,0.0,3428.0,3.0,0.0,802.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,55.0,49.0,0.0,1.0,0.0
hsa-miR-184,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1843,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-185-3p,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0
hsa-miR-185-5p,5.0,3.0,0.0,0.0,5206.0,15.0,0.0,861.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,280.0,324.0,303.0,0.0,0.0,0.0
hsa-miR-186-3p,0.0,0.0,0.0,0.0,23.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,4.0,0.0,0.0,0.0
hsa-miR-186-5p,5.0,6.0,0.0,0.0,5345.0,5.0,0.0,286.0,5.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,79.0,107.0,104.0,0.0,0.0,0.0
hsa-miR-187-3p,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,11.0,8.0,0.0,0.0,0.0
hsa-miR-187-5p,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,0.0,0.0,0.0
hsa-miR-188-3p,0.0,0.0,0.0,0.0,68.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,0.0,0.0,0.0
hsa-miR-188-5p,1.0,0.0,0.0,0.0,1167.0,2.0,2.0,65.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,29.0,23.0,0.0,0.0,0.0
hsa-miR-18a-3p,0.0,2.0,0.0,0.0,851.0,0.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,33.0,40.0,0.0,0.0,0.0
hsa-miR-18a-5p,0.0,7.0,0.0,0.0,179.0,0.0,0.0,18.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,251.0,300.0,226.0,0.0,0.0,0.0
hsa-miR-18b-3p,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,21.0,30.0,0.0,0.0,0.0
hsa-miR-18b-5p,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,82.0,117.0,2.0,6.0,8.0
hsa-miR-1908-5p,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1909-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,3.0,0.0,0.0,0.0
hsa-miR-190a-3p,0.0,0.0,0.0,0.0,163.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,11.0,22.0,0.0,0.0,0.0
hsa-miR-190a-5p,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,6.0,0.0,0.0,0.0
hsa-miR-190b-3p,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-190b-5p,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-191-3p,0.0,0.0,0.0,0.0,51.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,7.0,0.0,0.0,0.0
hsa-miR-191-5p,45.0,179.0,5.0,7.0,31922.0,25.0,6.0,2711.0,63.0,9.0,4.0,6.0,0.0,0.0,1.0,0.0,7557.0,7912.0,7135.0,1.0,0.0,0.0
hsa-miR-1910-3p,0.0,0.0,1.0,0.0,256.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0
hsa-miR-1910-5p,0.0,0.0,0.0,0.0,55.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,4.0,0.0,0.0,0.0
hsa-miR-1914-3p,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1914-5p,0.0,0.0,0.0,0.0,26.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1915-5p,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-192-3p,0.0,1.0,0.0,0.0,35.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,6.0,6.0,0.0,0.0,0.0
hsa-miR-192-5p,2.0,4.0,2.0,0.0,6195.0,3.0,1.0,508.0,16.0,3.0,4.0,4.0,2.0,0.0,7.0,0.0,426.0,418.0,402.0,0.0,0.0,0.0
hsa-miR-193a-3p,2.0,0.0,0.0,0.0,623.0,2.0,0.0,371.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,56.0,50.0,0.0,0.0,0.0
hsa-miR-193a-5p,0.0,1.0,0.0,0.0,92.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,71.0,53.0,0.0,0.0,0.0
hsa-miR-193b-3p,2.0,2.0,2.0,0.0,2086.0,5.0,1.0,2315.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,697.0,733.0,655.0,0.0,0.0,0.0
hsa-miR-193b-5p,0.0,0.0,0.0,0.0,132.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,37.0,37.0,0.0,0.0,0.0
hsa-miR-194-5p,1.0,1.0,0.0,0.0,275.0,0.0,0.0,44.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,48.0,55.0,38.0,1.0,0.0,0.0
hsa-miR-195-3p,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
hsa-miR-195-5p,1.0,1.0,0.0,0.0,393.0,2.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,13.0,19.0,0.0,0.0,0.0
hsa-miR-196a-1-3p,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-196a-3p,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-196a-5p,1.0,7.0,0.0,0.0,4472.0,14.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,208.0,222.0,230.0,0.0,0.0,0.0
hsa-miR-196b-3p,0.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-196b-5p,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-197-3p,0.0,16.0,0.0,1.0,14314.0,4.0,2.0,494.0,8.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,240.0,266.0,240.0,0.0,0.0,0.0
hsa-miR-197-5p,0.0,0.0,0.0,0.0,30.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
hsa-miR-199a-3p,0.0,1.0,1.0,0.0,37.0,180.0,1.0,60.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,221.0,214.0,206.0,0.0,0.0,0.0
hsa-miR-199a-5p,0.0,0.0,0.0,0.0,26.0,22.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,55.0,44.0,0.0,0.0,0.0
hsa-miR-199b-3p,0.0,5.0,0.0,0.0,137.0,13.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,2.0,0.0,0.0,0.0
hsa-miR-199b-5p,2.0,8.0,0.0,0.0,19.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,58.0,56.0,0.0,0.0,0.0
hsa-miR-19a-3p,27.0,104.0,10.0,0.0,11645.0,7.0,1.0,329.0,99.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1076.0,1076.0,1015.0,0.0,0.0,0.0
hsa-miR-19a-5p,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-19b-1-5p,0.0,0.0,0.0,0.0,24.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,20.0,21.0,0.0,0.0,0.0
hsa-miR-19b-2-5p,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,1.0,0.0,0.0,0.0
hsa-miR-19b-3p,251.0,547.0,67.0,2.0,78138.0,37.0,53.0,2342.0,389.0,2.0,1.0,5.0,0.0,1.0,2.0,3.0,4982.0,5081.0,4544.0,1.0,1.0,0.0
hsa-miR-200a-3p,2.0,136.0,1.0,0.0,119.0,0.0,1.0,1976.0,0.0,0.0,2.0,5.0,0.0,1.0,2.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0
hsa-miR-200a-5p,0.0,0.0,0.0,0.0,2.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-200b-3p,0.0,48.0,0.0,0.0,177.0,0.0,0.0,155.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-200b-5p,0.0,12.0,0.0,0.0,28.0,0.0,1.0,113.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-200c-3p,7.0,9.0,0.0,1.0,3770.0,0.0,3.0,129.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,1.0,4.0,0.0,0.0,0.0
hsa-miR-200c-5p,1.0,0.0,0.0,0.0,36.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-202-5p,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-203a-3p,1.0,43.0,0.0,1.0,4281.0,0.0,0.0,475.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,36.0,23.0,34.0,0.0,0.0,0.0
hsa-miR-203a-5p,0.0,0.0,0.0,0.0,11.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-204-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
hsa-miR-204-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3571.0,3431.0,3287.0,0.0,0.0,0.0
hsa-miR-205-5p,1.0,0.0,4.0,0.0,228.0,1.0,3.0,118.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,58.0,42.0,0.0,0.0,0.0
hsa-miR-20a-3p,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-20a-5p,6.0,69.0,0.0,0.0,1180.0,2.0,0.0,165.0,18.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,4733.0,4666.0,4397.0,0.0,1.0,0.0
hsa-miR-20b-3p,0.0,0.0,0.0,0.0,170.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,66.0,75.0,1.0,0.0,0.0
hsa-miR-20b-5p,1.0,0.0,0.0,0.0,2331.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4856.0,5079.0,4656.0,1.0,0.0,1.0
hsa-miR-21-3p,0.0,0.0,0.0,0.0,55.0,0.0,0.0,179.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.0,157.0,163.0,0.0,0.0,0.0
hsa-miR-21-5p,15.0,4.0,2.0,3.0,2465.0,265.0,39.0,1158.0,589.0,22.0,12.0,41.0,5.0,6.0,17.0,0.0,13318.0,21608.0,24929.0,0.0,0.0,0.0
hsa-miR-210-3p,9.0,4.0,0.0,0.0,6569.0,3.0,1.0,192.0,77.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,374.0,380.0,315.0,0.0,0.0,0.0
hsa-miR-210-5p,0.0,0.0,0.0,0.0,70.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,5.0,4.0,0.0,0.0,0.0
hsa-miR-211-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0
hsa-miR-2110,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
hsa-miR-2114-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-2115-3p,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-2115-5p,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-2116-3p,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,5.0,12.0,0.0,0.0,0.0
hsa-miR-2116-5p,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,6.0,8.0,0.0,0.0,0.0
hsa-miR-212-3p,0.0,7.0,0.0,0.0,20.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,4.0,0.0,0.0,0.0
hsa-miR-212-5p,0.0,2.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.0,0.0,0.0,0.0
