miRNA,SRR9005506,SRR9005507,SRR9005508,SRR9005509,SRR9005510,SRR9005511,SRR9005512,SRR9005513,SRR9005514,SRR9005515,SRR9005516,SRR9005517,SRR9005518,SRR9005519,SRR9005520,SRR9005521,SRR9005522,SRR9005523,SRR9005524,SRR9005525,SRR9005526,SRR9005527,SRR9005528,SRR9005529,SRR9005530,SRR9005531,SRR9005532,SRR9005533,SRR9005534,SRR9005535,SRR9005536,SRR9005537,SRR9005538,SRR9005539,SRR9005540,SRR9005541,SRR9005542,SRR9005543,SRR9005544,SRR9005545,SRR9005546,SRR9005547,SRR9005548,SRR9005549,SRR9005550,SRR9005551,SRR9005552,SRR9005553
hsa-miR-3934-5p,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3940-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
hsa-miR-3944-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3944-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3960,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-409-3p,56.0,34.0,59.0,30.0,30.0,103.0,43.0,41.0,50.0,34.0,9.0,16.0,39.0,55.0,61.0,70.0,38.0,48.0,40.0,74.0,83.0,56.0,30.0,29.0,44.0,38.0,45.0,51.0,76.0,34.0,63.0,46.0,61.0,46.0,45.0,75.0,37.0,77.0,43.0,79.0,38.0,32.0,18.0,37.0,37.0,41.0,34.0,2340.0
hsa-miR-409-5p,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0
hsa-miR-410-3p,0.0,1.0,4.0,6.0,1.0,1.0,14.0,5.0,2.0,2.0,9.0,4.0,2.0,0.0,3.0,1.0,0.0,3.0,0.0,4.0,4.0,6.0,0.0,2.0,8.0,6.0,2.0,1.0,1.0,4.0,0.0,0.0,1.0,2.0,5.0,1.0,3.0,1.0,0.0,1.0,2.0,5.0,3.0,2.0,1.0,0.0,0.0,81.0
hsa-miR-410-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
hsa-miR-411-3p,2.0,3.0,1.0,3.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,5.0,1.0,0.0,4.0,0.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,0.0,1.0,0.0,3.0,0.0,4.0,3.0,1.0,2.0,1.0,3.0,1.0,0.0,2.0,2.0,19.0
hsa-miR-411-5p,1.0,1.0,4.0,4.0,1.0,2.0,1.0,1.0,3.0,0.0,7.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,4.0,2.0,1.0,2.0,4.0,2.0,4.0,2.0,1.0,0.0,2.0,1.0,1.0,4.0,1.0,7.0,2.0,0.0,4.0,1.0,0.0,4.0,2.0,2.0,1.0,0.0,1.0,6.0,38.0
hsa-miR-412-5p,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-421,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,19.0
hsa-miR-423-3p,499.0,17.0,608.0,53.0,255.0,390.0,133.0,399.0,234.0,427.0,292.0,342.0,89.0,398.0,49.0,72.0,27.0,181.0,319.0,121.0,365.0,149.0,147.0,344.0,346.0,19.0,105.0,295.0,193.0,97.0,587.0,38.0,168.0,393.0,367.0,170.0,44.0,70.0,27.0,285.0,111.0,213.0,93.0,233.0,229.0,255.0,163.0,1379.0
hsa-miR-423-5p,2083.0,1712.0,1527.0,218.0,4684.0,2949.0,1832.0,702.0,5683.0,8668.0,573.0,2397.0,1040.0,2607.0,5114.0,3487.0,926.0,5804.0,2529.0,1690.0,4646.0,4105.0,2835.0,2592.0,4920.0,3323.0,3655.0,473.0,3529.0,6826.0,5005.0,2198.0,1708.0,2980.0,2000.0,5238.0,407.0,3998.0,3922.0,3006.0,3154.0,36.0,8289.0,3619.0,655.0,5247.0,12379.0,34550.0
hsa-miR-424-3p,0.0,0.0,10.0,2.0,2.0,7.0,1.0,2.0,2.0,6.0,4.0,2.0,1.0,1.0,6.0,4.0,3.0,2.0,3.0,0.0,0.0,2.0,1.0,0.0,6.0,4.0,3.0,0.0,3.0,4.0,5.0,3.0,0.0,2.0,4.0,3.0,1.0,2.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,6.0,12.0
hsa-miR-424-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
hsa-miR-425-3p,2.0,0.0,2.0,1.0,3.0,4.0,2.0,3.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,3.0,1.0,1.0,5.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,7.0,0.0,5.0,2.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,3.0,2.0,3.0,0.0,2.0,20.0
hsa-miR-425-5p,18.0,10.0,53.0,38.0,18.0,57.0,21.0,17.0,56.0,18.0,31.0,16.0,14.0,17.0,18.0,13.0,30.0,25.0,12.0,15.0,18.0,28.0,9.0,12.0,25.0,24.0,11.0,7.0,13.0,22.0,38.0,10.0,14.0,21.0,26.0,25.0,10.0,33.0,42.0,16.0,17.0,11.0,25.0,17.0,9.0,8.0,27.0,112.0
hsa-miR-4286,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
hsa-miR-429,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-4306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-431-3p,2.0,0.0,1.0,0.0,2.0,0.0,5.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,3.0,5.0,1.0,0.0,0.0,0.0,3.0,4.0,0.0,1.0,2.0,2.0,1.0,7.0,0.0,1.0,1.0,0.0,3.0,1.0,4.0,3.0,1.0,1.0,5.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,21.0
hsa-miR-431-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
hsa-miR-432-3p,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-432-5p,47.0,19.0,44.0,54.0,33.0,53.0,51.0,42.0,47.0,19.0,41.0,25.0,28.0,41.0,44.0,87.0,45.0,63.0,32.0,33.0,42.0,42.0,55.0,45.0,59.0,29.0,39.0,39.0,54.0,47.0,34.0,33.0,41.0,32.0,50.0,83.0,14.0,26.0,23.0,42.0,36.0,30.0,41.0,25.0,15.0,23.0,42.0,3895.0
hsa-miR-4322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4326,4.0,2.0,0.0,0.0,0.0,4.0,1.0,3.0,1.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0
hsa-miR-433-3p,116.0,101.0,118.0,112.0,79.0,123.0,127.0,105.0,162.0,78.0,89.0,74.0,54.0,79.0,117.0,83.0,79.0,103.0,91.0,67.0,87.0,75.0,86.0,53.0,68.0,46.0,47.0,26.0,86.0,62.0,94.0,65.0,56.0,52.0,118.0,86.0,34.0,59.0,92.0,81.0,58.0,61.0,88.0,77.0,54.0,88.0,155.0,3686.0
hsa-miR-433-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4429,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
hsa-miR-4433b-3p,3.0,3.0,6.0,3.0,1.0,7.0,1.0,1.0,14.0,10.0,3.0,3.0,0.0,0.0,0.0,1.0,1.0,3.0,11.0,1.0,12.0,4.0,3.0,0.0,6.0,4.0,0.0,2.0,5.0,3.0,2.0,2.0,8.0,2.0,15.0,20.0,1.0,6.0,0.0,0.0,16.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0
hsa-miR-4433b-5p,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
hsa-miR-4435,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4436a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4440,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4443,5.0,2.0,4.0,3.0,2.0,4.0,6.0,2.0,0.0,0.0,4.0,0.0,1.0,0.0,2.0,3.0,3.0,4.0,2.0,2.0,0.0,1.0,2.0,6.0,0.0,0.0,2.0,0.0,3.0,5.0,1.0,1.0,2.0,2.0,2.0,1.0,0.0,2.0,1.0,3.0,1.0,0.0,1.0,3.0,0.0,1.0,3.0,0.0
hsa-miR-4444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4446-3p,3.0,0.0,0.0,0.0,0.0,5.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,1.0,2.0,1.0,5.0,2.0,6.0,2.0,2.0,4.0,2.0,0.0,1.0,1.0,3.0,1.0,1.0,1.0,0.0,4.0,2.0,3.0
hsa-miR-4448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
hsa-miR-4467,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4470,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
hsa-miR-4472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4481,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4485-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4488,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4489,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-4492,7.0,9.0,8.0,6.0,2.0,5.0,10.0,3.0,6.0,0.0,2.0,3.0,1.0,3.0,11.0,6.0,9.0,3.0,14.0,4.0,1.0,5.0,2.0,3.0,4.0,4.0,2.0,0.0,6.0,6.0,5.0,2.0,6.0,3.0,10.0,5.0,0.0,0.0,3.0,4.0,2.0,1.0,6.0,15.0,3.0,2.0,3.0,4.0
hsa-miR-4496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4497,14.0,15.0,19.0,14.0,13.0,25.0,21.0,9.0,3.0,1.0,24.0,5.0,1.0,5.0,18.0,15.0,14.0,10.0,12.0,5.0,1.0,6.0,7.0,6.0,8.0,12.0,5.0,0.0,22.0,20.0,8.0,5.0,3.0,1.0,17.0,6.0,0.0,8.0,1.0,8.0,8.0,3.0,11.0,15.0,2.0,5.0,12.0,0.0
hsa-miR-449a,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4508,21.0,15.0,23.0,25.0,16.0,7.0,9.0,10.0,6.0,7.0,11.0,8.0,2.0,6.0,14.0,21.0,13.0,18.0,20.0,4.0,1.0,1.0,11.0,5.0,8.0,16.0,6.0,0.0,28.0,16.0,9.0,4.0,5.0,5.0,6.0,4.0,3.0,3.0,2.0,10.0,2.0,0.0,16.0,20.0,2.0,13.0,7.0,3.0
hsa-miR-450a-2-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-450a-5p,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0
hsa-miR-450b-5p,2.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,11.0
hsa-miR-4511,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-451a,947.0,759.0,80.0,522.0,1781.0,38.0,932.0,99.0,3409.0,62.0,354.0,886.0,0.0,425.0,21.0,2.0,1700.0,1367.0,13.0,779.0,29.0,92.0,1038.0,26.0,4441.0,2420.0,18.0,599.0,1916.0,1662.0,51.0,21.0,821.0,1210.0,25.0,1110.0,1179.0,60.0,3212.0,1367.0,52.0,17.0,175.0,1136.0,79.0,424.0,2714.0,65.0
hsa-miR-451b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-452-3p,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
hsa-miR-452-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
hsa-miR-4521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
