miRNA,ERR5922419,ERR5922420,ERR5922421,ERR5922422,ERR5922423,ERR5922424,ERR5922425,ERR5922426,ERR5922427,ERR5922428
hsa-miR-548o-3p,228.0,334.0,121.0,93.0,178.0,99.0,93.0,69.0,218.0,114.0
hsa-miR-548o-5p,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
hsa-miR-548q,1.0,0.0,2.0,1.0,5.0,6.0,8.0,3.0,2.0,24.0
hsa-miR-548s,2.0,1.0,1.0,0.0,1.0,2.0,3.0,2.0,2.0,1.0
hsa-miR-548t-5p,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
hsa-miR-548u,0.0,4.0,3.0,0.0,4.0,1.0,5.0,6.0,3.0,4.0
hsa-miR-548v,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-548w,20.0,6.0,36.0,9.0,23.0,77.0,51.0,52.0,82.0,40.0
hsa-miR-548x-3p,0.0,1.0,11.0,2.0,29.0,4.0,0.0,4.0,36.0,1.0
hsa-miR-548y,0.0,1.0,3.0,0.0,1.0,1.0,4.0,0.0,1.0,1.0
hsa-miR-548z,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
hsa-miR-549a-3p,9.0,6.0,1.0,0.0,1.0,13.0,19.0,13.0,4.0,1.0
hsa-miR-549a-5p,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0
hsa-miR-550a-3-5p,3.0,8.0,3.0,0.0,5.0,3.0,24.0,30.0,15.0,15.0
hsa-miR-550a-3p,0.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0
hsa-miR-550a-5p,10.0,29.0,13.0,1.0,14.0,15.0,91.0,59.0,44.0,43.0
hsa-miR-551a,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,2.0
hsa-miR-551b-3p,6.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,5.0,1.0
hsa-miR-551b-5p,7.0,2.0,1.0,4.0,9.0,20.0,18.0,9.0,7.0,11.0
hsa-miR-552-3p,0.0,0.0,1.0,0.0,5.0,0.0,2.0,0.0,0.0,1.0
hsa-miR-552-5p,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0
hsa-miR-556-3p,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0
hsa-miR-556-5p,2.0,1.0,1.0,2.0,4.0,0.0,3.0,1.0,1.0,2.0
hsa-miR-5572,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-5580-3p,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-5581-3p,0.0,3.0,4.0,4.0,6.0,18.0,41.0,25.0,38.0,19.0
hsa-miR-5582-3p,1.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,1.0
hsa-miR-5583-3p,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
hsa-miR-5585-3p,0.0,0.0,0.0,0.0,2.0,3.0,0.0,1.0,0.0,0.0
hsa-miR-5587-3p,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,2.0
hsa-miR-5588-3p,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-561-3p,7.0,3.0,8.0,1.0,5.0,30.0,7.0,19.0,25.0,2.0
hsa-miR-561-5p,192.0,160.0,62.0,57.0,98.0,534.0,238.0,194.0,222.0,56.0
hsa-miR-5680,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
hsa-miR-5683,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
hsa-miR-5684,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0
hsa-miR-5687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
hsa-miR-5695,55.0,17.0,18.0,10.0,17.0,87.0,93.0,32.0,33.0,43.0
hsa-miR-5696,2.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,2.0
hsa-miR-5697,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
hsa-miR-5699-3p,6.0,4.0,1.0,2.0,3.0,3.0,12.0,10.0,1.0,5.0
hsa-miR-5699-5p,5.0,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,3.0
hsa-miR-570-3p,3.0,1.0,5.0,1.0,3.0,4.0,2.0,4.0,2.0,2.0
hsa-miR-570-5p,0.0,0.0,2.0,0.0,1.0,0.0,9.0,0.0,1.0,0.0
hsa-miR-5701,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-5706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
hsa-miR-5708,0.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0
hsa-miR-572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
hsa-miR-573,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-574-3p,283.0,344.0,223.0,333.0,562.0,416.0,614.0,394.0,663.0,1251.0
hsa-miR-574-5p,232.0,731.0,297.0,236.0,1216.0,881.0,1753.0,1722.0,928.0,1007.0
hsa-miR-576-3p,133.0,250.0,166.0,99.0,457.0,470.0,465.0,586.0,654.0,371.0
hsa-miR-576-5p,109.0,51.0,49.0,72.0,98.0,289.0,375.0,36.0,87.0,411.0
hsa-miR-579-3p,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,9.0,0.0
hsa-miR-579-5p,3.0,1.0,1.0,0.0,3.0,15.0,12.0,10.0,5.0,10.0
hsa-miR-580-3p,5.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-580-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
hsa-miR-581,10.0,18.0,3.0,5.0,7.0,24.0,20.0,6.0,13.0,19.0
hsa-miR-582-3p,96.0,117.0,52.0,13.0,45.0,18.0,23.0,23.0,69.0,22.0
hsa-miR-582-5p,5.0,2.0,6.0,1.0,3.0,4.0,2.0,0.0,6.0,0.0
hsa-miR-584-3p,86.0,59.0,26.0,45.0,59.0,100.0,510.0,47.0,159.0,244.0
hsa-miR-584-5p,5307.0,8277.0,981.0,1118.0,2338.0,47648.0,63916.0,39860.0,7185.0,11489.0
hsa-miR-585-3p,12.0,5.0,4.0,4.0,16.0,2.0,8.0,3.0,2.0,2.0
hsa-miR-585-5p,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0
hsa-miR-589-3p,0.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0
hsa-miR-589-5p,110.0,430.0,76.0,30.0,167.0,625.0,666.0,1171.0,318.0,211.0
hsa-miR-590-3p,49.0,11.0,73.0,64.0,40.0,251.0,16.0,14.0,83.0,49.0
hsa-miR-590-5p,1.0,0.0,4.0,1.0,0.0,1.0,3.0,0.0,1.0,2.0
hsa-miR-592,0.0,1.0,1.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0
hsa-miR-597-3p,10.0,2.0,2.0,1.0,5.0,5.0,11.0,7.0,5.0,7.0
hsa-miR-597-5p,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
hsa-miR-598-3p,10.0,1.0,8.0,8.0,16.0,21.0,8.0,9.0,21.0,13.0
hsa-miR-600,0.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,1.0
hsa-miR-603,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-605-3p,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0
hsa-miR-605-5p,0.0,0.0,1.0,4.0,3.0,1.0,3.0,1.0,3.0,7.0
hsa-miR-607,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6078,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0
hsa-miR-610,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0
hsa-miR-612,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6134,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
hsa-miR-615-3p,11.0,29.0,9.0,17.0,177.0,209.0,194.0,85.0,45.0,463.0
hsa-miR-615-5p,0.0,0.0,1.0,0.0,5.0,5.0,4.0,1.0,0.0,6.0
hsa-miR-616-3p,1.0,2.0,4.0,2.0,3.0,2.0,16.0,9.0,8.0,9.0
hsa-miR-616-5p,15.0,8.0,19.0,5.0,8.0,23.0,17.0,11.0,37.0,7.0
hsa-miR-618,0.0,11.0,2.0,2.0,1.0,2.0,0.0,1.0,4.0,7.0
hsa-miR-619-5p,7.0,0.0,1.0,1.0,19.0,11.0,14.0,13.0,13.0,5.0
hsa-miR-624-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
hsa-miR-624-5p,18.0,19.0,35.0,18.0,92.0,60.0,78.0,153.0,164.0,41.0
hsa-miR-625-3p,306.0,385.0,220.0,286.0,128.0,281.0,1995.0,1367.0,708.0,595.0
hsa-miR-625-5p,61.0,40.0,1.0,28.0,108.0,385.0,287.0,65.0,182.0,207.0
hsa-miR-627-3p,7.0,2.0,4.0,2.0,7.0,9.0,3.0,1.0,2.0,1.0
hsa-miR-627-5p,0.0,0.0,1.0,0.0,0.0,11.0,3.0,3.0,0.0,1.0
hsa-miR-628-3p,1.0,1.0,2.0,0.0,11.0,18.0,29.0,10.0,18.0,41.0
hsa-miR-628-5p,3.0,2.0,3.0,3.0,4.0,8.0,2.0,2.0,3.0,9.0
hsa-miR-629-3p,3.0,2.0,7.0,0.0,6.0,11.0,14.0,6.0,11.0,10.0
hsa-miR-629-5p,1678.0,2120.0,1759.0,626.0,2814.0,4792.0,19718.0,6947.0,9537.0,4138.0
hsa-miR-636,1.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,2.0
hsa-miR-639,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-641,46.0,49.0,31.0,43.0,29.0,16.0,16.0,24.0,9.0,23.0
hsa-miR-642a-3p,1.0,1.0,1.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0
hsa-miR-643,3.0,0.0,1.0,0.0,3.0,3.0,2.0,0.0,1.0,1.0
hsa-miR-644a,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6499-5p,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0
hsa-miR-6500-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
hsa-miR-6501-3p,1.0,0.0,0.0,2.0,1.0,4.0,4.0,1.0,0.0,2.0
hsa-miR-6501-5p,13.0,10.0,0.0,5.0,4.0,16.0,39.0,11.0,2.0,10.0
hsa-miR-6502-5p,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
hsa-miR-6503-3p,1.0,0.0,0.0,0.0,0.0,5.0,1.0,6.0,4.0,4.0
hsa-miR-6503-5p,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
hsa-miR-6505-3p,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0
hsa-miR-6505-5p,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
hsa-miR-6507-3p,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
hsa-miR-6507-5p,0.0,1.0,2.0,0.0,4.0,1.0,3.0,0.0,3.0,11.0
hsa-miR-6508-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
hsa-miR-6509-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
hsa-miR-6509-5p,0.0,2.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,3.0
hsa-miR-651-5p,100.0,68.0,90.0,39.0,177.0,547.0,187.0,224.0,222.0,129.0
hsa-miR-6510-3p,1.0,2.0,0.0,0.0,0.0,10.0,21.0,15.0,0.0,2.0
hsa-miR-6511a-3p,0.0,1.0,2.0,4.0,10.0,8.0,22.0,7.0,6.0,7.0
hsa-miR-6511a-5p,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0
hsa-miR-6511b-3p,1.0,0.0,2.0,2.0,17.0,5.0,9.0,5.0,5.0,10.0
hsa-miR-6511b-5p,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0
hsa-miR-6513-3p,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,2.0
hsa-miR-6513-5p,0.0,1.0,2.0,1.0,0.0,0.0,6.0,0.0,6.0,1.0
hsa-miR-6514-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
hsa-miR-6514-5p,4.0,4.0,0.0,1.0,7.0,7.0,13.0,9.0,11.0,14.0
hsa-miR-6515-3p,0.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,0.0,3.0
hsa-miR-6515-5p,1.0,20.0,5.0,4.0,37.0,6.0,29.0,23.0,40.0,37.0
hsa-miR-6516-3p,1.0,2.0,1.0,1.0,1.0,9.0,2.0,2.0,3.0,0.0
hsa-miR-6516-5p,1.0,0.0,1.0,3.0,4.0,7.0,8.0,3.0,5.0,5.0
hsa-miR-652-3p,334.0,167.0,178.0,234.0,405.0,1071.0,1976.0,1366.0,950.0,716.0
hsa-miR-652-5p,1.0,0.0,2.0,0.0,1.0,3.0,0.0,0.0,2.0,0.0
hsa-miR-6529-5p,0.0,10.0,0.0,6.0,12.0,5.0,7.0,8.0,6.0,23.0
hsa-miR-653-3p,2.0,1.0,0.0,2.0,0.0,2.0,4.0,1.0,4.0,4.0
hsa-miR-653-5p,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-654-3p,318.0,450.0,382.0,411.0,2385.0,611.0,1007.0,659.0,991.0,2472.0
hsa-miR-654-5p,135.0,433.0,158.0,182.0,882.0,457.0,843.0,721.0,549.0,1811.0
hsa-miR-655-3p,80.0,284.0,378.0,190.0,2275.0,63.0,211.0,333.0,2843.0,481.0
hsa-miR-655-5p,1.0,0.0,0.0,0.0,3.0,1.0,3.0,2.0,2.0,5.0
hsa-miR-656-3p,78.0,66.0,126.0,144.0,604.0,702.0,332.0,569.0,406.0,397.0
hsa-miR-656-5p,1.0,0.0,0.0,3.0,6.0,5.0,8.0,23.0,8.0,7.0
hsa-miR-658,2.0,3.0,0.0,0.0,11.0,1.0,1.0,4.0,9.0,42.0
hsa-miR-659-3p,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-659-5p,18.0,29.0,3.0,2.0,8.0,9.0,9.0,5.0,6.0,12.0
hsa-miR-660-3p,6.0,4.0,3.0,2.0,3.0,7.0,8.0,18.0,22.0,6.0
hsa-miR-660-5p,609.0,407.0,827.0,465.0,786.0,2656.0,1478.0,2472.0,2794.0,1024.0
hsa-miR-661,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0
hsa-miR-663a,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-663b,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-664a-3p,142.0,107.0,152.0,113.0,184.0,139.0,108.0,49.0,256.0,250.0
hsa-miR-664a-5p,141.0,223.0,79.0,37.0,91.0,304.0,808.0,342.0,260.0,400.0
hsa-miR-664b-3p,4.0,1.0,4.0,5.0,6.0,10.0,0.0,4.0,14.0,10.0
hsa-miR-665,8.0,15.0,8.0,11.0,87.0,29.0,68.0,59.0,59.0,95.0
hsa-miR-668-3p,7.0,8.0,5.0,17.0,29.0,152.0,54.0,17.0,21.0,76.0
hsa-miR-668-5p,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0
hsa-miR-671-3p,12.0,14.0,3.0,8.0,11.0,92.0,55.0,20.0,9.0,23.0
hsa-miR-671-5p,12.0,6.0,10.0,4.0,17.0,22.0,37.0,37.0,12.0,15.0
hsa-miR-6715a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
hsa-miR-6715b-3p,30.0,1.0,1.0,10.0,0.0,60.0,190.0,24.0,1.0,20.0
hsa-miR-6716-3p,2.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,1.0,1.0
hsa-miR-6718-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
hsa-miR-6720-3p,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6721-5p,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
hsa-miR-6724-5p,5.0,4.0,0.0,1.0,0.0,3.0,4.0,5.0,5.0,0.0
hsa-miR-6726-3p,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0
hsa-miR-6726-5p,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
hsa-miR-6727-5p,3.0,2.0,0.0,0.0,2.0,0.0,4.0,1.0,0.0,0.0
hsa-miR-6729-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
hsa-miR-6729-5p,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
hsa-miR-6730-3p,1.0,0.0,0.0,0.0,1.0,3.0,3.0,0.0,0.0,1.0
hsa-miR-6730-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
hsa-miR-6732-3p,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-6732-5p,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6733-5p,2.0,0.0,3.0,0.0,2.0,2.0,2.0,0.0,7.0,1.0
hsa-miR-6734-3p,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
hsa-miR-6734-5p,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0
hsa-miR-6735-3p,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
hsa-miR-6735-5p,0.0,1.0,0.0,1.0,0.0,0.0,5.0,1.0,1.0,0.0
hsa-miR-6736-5p,0.0,0.0,0.0,0.0,2.0,3.0,6.0,0.0,3.0,0.0
hsa-miR-6737-3p,1.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0
hsa-miR-6738-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
hsa-miR-6740-3p,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
hsa-miR-6740-5p,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6741-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
hsa-miR-6741-5p,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0
hsa-miR-6742-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
hsa-miR-6743-3p,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
hsa-miR-6744-5p,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0
hsa-miR-6745,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6747-3p,0.0,0.0,0.0,0.0,0.0,14.0,9.0,3.0,0.0,2.0
hsa-miR-6748-5p,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
hsa-miR-6749-3p,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
hsa-miR-6749-5p,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
hsa-miR-675-3p,191.0,93.0,246.0,210.0,1265.0,330.0,709.0,242.0,901.0,646.0
hsa-miR-675-5p,49.0,28.0,45.0,46.0,143.0,46.0,182.0,108.0,83.0,137.0
hsa-miR-6750-5p,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,2.0
hsa-miR-6751-5p,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
hsa-miR-6753-3p,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,2.0
hsa-miR-6754-3p,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-6754-5p,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
hsa-miR-6755-5p,3.0,1.0,1.0,3.0,3.0,5.0,1.0,6.0,2.0,5.0
hsa-miR-6757-5p,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6758-3p,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
hsa-miR-6759-5p,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-676-3p,2.0,7.0,0.0,0.0,2.0,9.0,11.0,9.0,6.0,6.0
hsa-miR-676-5p,1.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0
hsa-miR-6761-5p,0.0,0.0,1.0,1.0,4.0,2.0,4.0,6.0,1.0,2.0
hsa-miR-6762-3p,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0
hsa-miR-6762-5p,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
hsa-miR-6763-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
hsa-miR-6763-5p,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
hsa-miR-6764-5p,0.0,0.0,0.0,0.0,1.0,6.0,10.0,11.0,4.0,3.0
hsa-miR-6766-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
hsa-miR-6766-5p,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6767-5p,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0
hsa-miR-6768-5p,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6769a-5p,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
hsa-miR-6769b-3p,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
hsa-miR-6770-3p,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0
hsa-miR-6770-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
hsa-miR-6772-3p,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0
hsa-miR-6773-3p,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0
hsa-miR-6774-3p,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-6774-5p,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-6775-3p,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0
hsa-miR-6776-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
hsa-miR-6777-5p,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0
hsa-miR-6779-5p,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
hsa-miR-6780b-3p,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
hsa-miR-6781-3p,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
hsa-miR-6781-5p,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0
hsa-miR-6782-3p,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
hsa-miR-6784-3p,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0
hsa-miR-6784-5p,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0
hsa-miR-6785-5p,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0
hsa-miR-6786-3p,0.0,2.0,0.0,0.0,0.0,2.0,6.0,2.0,0.0,2.0
hsa-miR-6787-3p,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,2.0,1.0
hsa-miR-6787-5p,0.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0
hsa-miR-6789-3p,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0
hsa-miR-6789-5p,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6791-3p,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0
hsa-miR-6791-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
hsa-miR-6792-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
hsa-miR-6793-5p,1.0,1.0,1.0,1.0,1.0,0.0,1.0,3.0,0.0,1.0
hsa-miR-6795-5p,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0
hsa-miR-6796-3p,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
hsa-miR-6796-5p,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0
hsa-miR-6797-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
hsa-miR-6797-5p,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6798-3p,0.0,0.0,0.0,0.0,1.0,5.0,3.0,0.0,1.0,1.0
hsa-miR-6799-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
hsa-miR-6801-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
hsa-miR-6802-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
hsa-miR-6802-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
hsa-miR-6803-3p,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6804-5p,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
hsa-miR-6805-5p,5.0,0.0,1.0,3.0,7.0,5.0,5.0,10.0,1.0,5.0
hsa-miR-6806-3p,8.0,7.0,0.0,2.0,5.0,0.0,11.0,1.0,5.0,1.0
hsa-miR-6807-5p,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-6808-3p,0.0,1.0,1.0,2.0,1.0,7.0,14.0,4.0,1.0,10.0
hsa-miR-6809-5p,0.0,3.0,4.0,0.0,2.0,2.0,5.0,3.0,3.0,4.0
hsa-miR-6810-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
hsa-miR-6810-5p,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0
hsa-miR-6812-3p,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
