miRNA,ERR3412357,ERR3412358,ERR3412359,ERR3412360,ERR3412361,ERR3412362,ERR3412363,ERR3412364,ERR3412365,ERR3412366,ERR3412367,ERR3412368,ERR3412369,ERR3412370,ERR3412371,ERR3412372,ERR3412373,ERR3412374,ERR3412375,ERR3412376,ERR3412377,ERR3412378
hsa-miR-190a-5p,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,12.0,0.0,1.0,1.0,1.0
hsa-miR-190b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
hsa-miR-191-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-191-5p,597.0,294.0,547.0,98.0,59.0,308.0,334.0,142.0,67.0,34.0,171.0,59.0,72.0,1087.0,383.0,2767.0,1430.0,1978.0,846.0,442.0,536.0,1224.0
hsa-miR-192-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
hsa-miR-192-5p,658.0,283.0,392.0,29.0,66.0,321.0,239.0,59.0,33.0,34.0,45.0,9.0,22.0,398.0,358.0,1162.0,2310.0,9670.0,664.0,807.0,396.0,1383.0
hsa-miR-193a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
hsa-miR-193a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
hsa-miR-193b-3p,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,3.0,3.0,48.0,6.0,1.0,1.0,3.0
hsa-miR-193b-5p,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0
hsa-miR-194-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-194-5p,37.0,7.0,14.0,0.0,3.0,12.0,6.0,6.0,0.0,0.0,1.0,1.0,0.0,8.0,4.0,33.0,80.0,184.0,15.0,41.0,18.0,49.0
hsa-miR-195-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-195-5p,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0,0.0,5.0,1.0,13.0,0.0,1.0,0.0,2.0
hsa-miR-196a-1-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-196a-5p,26.0,25.0,2.0,6.0,10.0,25.0,18.0,5.0,3.0,0.0,4.0,0.0,1.0,12.0,13.0,35.0,35.0,227.0,20.0,35.0,11.0,57.0
hsa-miR-196b-5p,2.0,7.0,5.0,1.0,3.0,6.0,4.0,2.0,0.0,1.0,3.0,0.0,1.0,12.0,5.0,30.0,12.0,128.0,15.0,14.0,4.0,13.0
hsa-miR-197-3p,5.0,1.0,3.0,0.0,0.0,3.0,1.0,0.0,1.0,1.0,0.0,1.0,5.0,7.0,3.0,9.0,2.0,4.0,3.0,1.0,1.0,0.0
hsa-miR-197-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-199a-3p,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,21.0,22.0,0.0,0.0,0.0
hsa-miR-199b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0
hsa-miR-199b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,8.0,0.0,0.0,0.0
hsa-miR-19a-3p,8.0,0.0,2.0,2.0,5.0,4.0,3.0,1.0,3.0,1.0,0.0,0.0,4.0,2.0,2.0,6.0,4.0,84.0,16.0,1.0,2.0,1.0
hsa-miR-19b-3p,27.0,3.0,12.0,8.0,17.0,27.0,27.0,8.0,8.0,3.0,8.0,1.0,8.0,10.0,10.0,25.0,17.0,456.0,61.0,8.0,10.0,9.0
hsa-miR-200a-3p,41.0,5.0,11.0,7.0,7.0,13.0,6.0,16.0,2.0,1.0,2.0,0.0,0.0,16.0,6.0,85.0,45.0,405.0,49.0,23.0,13.0,34.0
hsa-miR-200a-5p,1.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,25.0,4.0,1.0,0.0,1.0
hsa-miR-200b-3p,77.0,36.0,55.0,9.0,28.0,44.0,31.0,21.0,10.0,4.0,10.0,2.0,12.0,172.0,26.0,354.0,216.0,1510.0,173.0,114.0,21.0,175.0
hsa-miR-200b-5p,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,7.0,3.0,16.0,4.0,4.0,0.0,5.0
hsa-miR-200c-3p,55.0,7.0,14.0,4.0,1.0,11.0,3.0,2.0,0.0,0.0,4.0,1.0,3.0,27.0,7.0,71.0,29.0,347.0,51.0,19.0,14.0,16.0
hsa-miR-203a-3p,18.0,6.0,17.0,7.0,16.0,37.0,6.0,4.0,1.0,3.0,13.0,0.0,7.0,47.0,23.0,109.0,111.0,3887.0,56.0,34.0,27.0,14.0
hsa-miR-203a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
hsa-miR-203b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0
hsa-miR-204-3p,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0
hsa-miR-204-5p,521.0,137.0,100.0,50.0,39.0,125.0,183.0,42.0,41.0,30.0,32.0,20.0,36.0,422.0,260.0,1175.0,1356.0,1181.0,292.0,419.0,407.0,486.0
hsa-miR-205-3p,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-205-5p,15.0,0.0,9.0,2.0,6.0,22.0,4.0,3.0,1.0,1.0,4.0,0.0,10.0,18.0,18.0,24.0,14.0,5553.0,872.0,11.0,9.0,9.0
hsa-miR-20a-5p,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,9.0,5.0,23.0,1.0,4.0,4.0,3.0
hsa-miR-20b-5p,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0
hsa-miR-21-3p,4.0,1.0,2.0,3.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,5.0,8.0,3.0,5.0,2.0,250.0,146.0,1.0,1.0,1.0
hsa-miR-21-5p,769.0,117.0,431.0,76.0,142.0,250.0,103.0,112.0,27.0,28.0,57.0,4.0,26.0,609.0,349.0,867.0,519.0,14405.0,5087.0,264.0,117.0,270.0
hsa-miR-210-3p,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,83.0,8.0,0.0,0.0,0.0
hsa-miR-2110,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-2115-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0
hsa-miR-2115-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-2116-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-2116-5p,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-215-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0
hsa-miR-216b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-218-1-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,4.0,2.0,0.0,1.0,2.0
hsa-miR-218-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
hsa-miR-219a-2-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-219a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-22-3p,362.0,146.0,392.0,98.0,177.0,318.0,169.0,85.0,50.0,8.0,53.0,15.0,95.0,828.0,236.0,1343.0,1396.0,12510.0,2790.0,676.0,211.0,798.0
hsa-miR-22-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0
hsa-miR-221-3p,51.0,23.0,11.0,6.0,29.0,21.0,7.0,8.0,12.0,3.0,8.0,2.0,4.0,22.0,48.0,26.0,57.0,1989.0,171.0,28.0,52.0,17.0
hsa-miR-221-5p,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,30.0,5.0,3.0,0.0,1.0
hsa-miR-222-3p,16.0,23.0,10.0,12.0,13.0,15.0,18.0,11.0,10.0,2.0,6.0,5.0,11.0,77.0,21.0,128.0,156.0,532.0,89.0,78.0,14.0,42.0
hsa-miR-223-3p,328.0,0.0,5.0,0.0,2.0,7.0,1.0,0.0,0.0,0.0,1.0,0.0,31.0,3.0,62.0,0.0,3.0,1047.0,631.0,0.0,18.0,2.0
hsa-miR-223-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,16.0,0.0,0.0,10.0,38.0,0.0,2.0,1.0
hsa-miR-224-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0
hsa-miR-224-5p,3.0,2.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,5.0,143.0,15.0,1.0,1.0,3.0
hsa-miR-2277-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
hsa-miR-2355-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-2355-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-23a-3p,37.0,20.0,60.0,4.0,8.0,26.0,20.0,5.0,1.0,5.0,5.0,1.0,25.0,45.0,11.0,52.0,54.0,432.0,119.0,26.0,23.0,79.0
hsa-miR-23b-3p,13.0,52.0,44.0,0.0,14.0,17.0,20.0,1.0,2.0,4.0,1.0,0.0,2.0,22.0,6.0,98.0,124.0,247.0,32.0,37.0,18.0,97.0
hsa-miR-23b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
hsa-miR-23c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
hsa-miR-24-1-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-24-2-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0
hsa-miR-24-3p,12.0,1.0,2.0,0.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,9.0,6.0,141.0,20.0,2.0,0.0,4.0
hsa-miR-2467-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
hsa-miR-25-3p,26.0,5.0,14.0,3.0,11.0,12.0,8.0,4.0,5.0,4.0,0.0,0.0,10.0,28.0,59.0,58.0,46.0,405.0,344.0,20.0,21.0,29.0
hsa-miR-25-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0
hsa-miR-26a-1-3p,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
hsa-miR-26a-2-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
hsa-miR-26a-5p,831.0,906.0,831.0,188.0,209.0,540.0,562.0,177.0,139.0,75.0,195.0,81.0,67.0,1642.0,297.0,4754.0,4255.0,6656.0,1354.0,2057.0,558.0,3343.0
hsa-miR-26b-3p,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,5.0,0.0,0.0,0.0,0.0
hsa-miR-26b-5p,199.0,109.0,87.0,8.0,32.0,35.0,32.0,27.0,25.0,19.0,28.0,4.0,13.0,120.0,123.0,517.0,223.0,1338.0,257.0,112.0,61.0,204.0
hsa-miR-27a-3p,9.0,3.0,7.0,2.0,8.0,17.0,8.0,5.0,0.0,0.0,1.0,0.0,5.0,19.0,19.0,20.0,20.0,1119.0,87.0,4.0,5.0,4.0
hsa-miR-27a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
hsa-miR-27b-3p,694.0,268.0,349.0,58.0,101.0,287.0,137.0,46.0,31.0,12.0,35.0,16.0,56.0,528.0,268.0,1323.0,1630.0,17694.0,3082.0,656.0,335.0,936.0
hsa-miR-27b-5p,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,6.0,18.0,2.0,3.0,0.0,2.0
hsa-miR-28-3p,72.0,47.0,66.0,8.0,20.0,35.0,47.0,20.0,4.0,2.0,16.0,2.0,12.0,206.0,99.0,398.0,301.0,244.0,185.0,177.0,30.0,163.0
hsa-miR-28-5p,7.0,3.0,5.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,9.0,0.0,10.0,7.0,12.0,1.0,5.0,0.0,7.0
hsa-miR-296-5p,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-29a-3p,18.0,6.0,15.0,1.0,4.0,11.0,6.0,6.0,1.0,2.0,2.0,1.0,0.0,12.0,8.0,64.0,41.0,262.0,24.0,17.0,9.0,35.0
hsa-miR-29a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
hsa-miR-29b-1-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-29b-2-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
hsa-miR-29b-3p,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,5.0,2.0,10.0,0.0,2.0,3.0,2.0
hsa-miR-29c-3p,7.0,4.0,5.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,6.0,1.0,14.0,11.0,65.0,4.0,6.0,4.0,7.0
hsa-miR-29c-5p,4.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,2.0,5.0,1.0,1.0,0.0,2.0
hsa-miR-301a-3p,3.0,1.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,5.0,7.0,8.0,3.0,3.0,2.0,8.0
hsa-miR-301b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
hsa-miR-3065-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,18.0,0.0,0.0,0.0,0.0
hsa-miR-3065-5p,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,1.0,0.0,0.0,1.0
hsa-miR-30a-3p,280.0,304.0,52.0,19.0,26.0,63.0,57.0,12.0,10.0,15.0,18.0,1.0,3.0,159.0,71.0,572.0,557.0,891.0,231.0,254.0,158.0,512.0
hsa-miR-30a-5p,2543.0,1582.0,1417.0,256.0,527.0,895.0,1023.0,241.0,282.0,144.0,228.0,43.0,90.0,2043.0,762.0,7261.0,8943.0,30794.0,3568.0,3720.0,2530.0,4883.0
hsa-miR-30b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-30b-5p,69.0,97.0,44.0,3.0,18.0,13.0,14.0,2.0,13.0,5.0,4.0,1.0,5.0,34.0,3.0,205.0,206.0,231.0,88.0,81.0,62.0,152.0
hsa-miR-30c-1-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,4.0,7.0,1.0,0.0,0.0,1.0
hsa-miR-30c-2-3p,9.0,10.0,4.0,2.0,0.0,2.0,2.0,1.0,1.0,1.0,3.0,2.0,0.0,10.0,2.0,21.0,26.0,47.0,5.0,19.0,1.0,25.0
hsa-miR-30c-5p,384.0,268.0,210.0,46.0,60.0,171.0,216.0,64.0,31.0,22.0,23.0,16.0,43.0,355.0,38.0,1211.0,1224.0,515.0,379.0,450.0,246.0,767.0
hsa-miR-30d-3p,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,6.0,5.0,17.0,6.0,0.0,1.0,0.0
hsa-miR-30d-5p,426.0,396.0,276.0,70.0,128.0,236.0,268.0,98.0,66.0,38.0,43.0,26.0,54.0,558.0,160.0,1867.0,2223.0,4048.0,1024.0,931.0,429.0,1092.0
hsa-miR-30e-3p,51.0,37.0,18.0,4.0,1.0,12.0,8.0,3.0,4.0,0.0,1.0,0.0,1.0,37.0,5.0,103.0,118.0,129.0,87.0,39.0,42.0,79.0
hsa-miR-30e-5p,124.0,64.0,102.0,14.0,41.0,68.0,34.0,23.0,12.0,6.0,7.0,3.0,16.0,155.0,94.0,408.0,388.0,2707.0,1142.0,185.0,113.0,184.0
hsa-miR-31-3p,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
hsa-miR-31-5p,12.0,5.0,3.0,3.0,1.0,5.0,4.0,4.0,1.0,1.0,1.0,0.0,0.0,18.0,7.0,7.0,14.0,166.0,26.0,11.0,1.0,8.0
hsa-miR-3127-5p,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
hsa-miR-3131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
hsa-miR-3150b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-3157-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-3158-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
hsa-miR-3180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-32-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
hsa-miR-32-5p,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,4.0,2.0,0.0,0.0,1.0
hsa-miR-3200-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-320a-3p,13.0,13.0,10.0,8.0,18.0,24.0,21.0,15.0,13.0,2.0,14.0,0.0,5.0,23.0,22.0,43.0,59.0,244.0,64.0,18.0,6.0,36.0
hsa-miR-320b,0.0,3.0,0.0,4.0,1.0,4.0,4.0,1.0,0.0,1.0,0.0,1.0,0.0,11.0,27.0,4.0,0.0,35.0,20.0,0.0,1.0,0.0
hsa-miR-320c,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
hsa-miR-320d,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
hsa-miR-324-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
hsa-miR-324-5p,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,6.0,3.0,0.0,0.0,0.0
hsa-miR-328-3p,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0
hsa-miR-328-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-330-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0
hsa-miR-330-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-331-3p,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-335-3p,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,2.0,3.0,1.0,1.0,1.0,0.0
hsa-miR-335-5p,16.0,6.0,4.0,3.0,9.0,19.0,22.0,3.0,4.0,1.0,6.0,2.0,1.0,12.0,5.0,38.0,26.0,76.0,32.0,3.0,2.0,28.0
hsa-miR-338-3p,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,9.0,3.0,0.0,1.0,0.0
hsa-miR-338-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
hsa-miR-339-3p,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,6.0,5.0,0.0,0.0,4.0
