miRNA,ERR2298274,ERR2298275,ERR2298276,ERR2298277,ERR2298278,ERR2298279,ERR2298280,ERR2298281,ERR2298282,ERR2298283,ERR2298285,ERR2298286,ERR2298287,ERR2298288,ERR2298289,ERR2298290,ERR2298291,ERR2298292,ERR2298293,ERR2298294,ERR2298295,ERR2298296,ERR2298297,ERR2298298,ERR2298299,ERR2298300,ERR2298301,ERR2298302,ERR2298303,ERR2298304,ERR2298305,ERR2298306,ERR2298307,ERR2298308,ERR2298309,ERR2298310,ERR2298311,ERR2298312,ERR2298313,ERR2298314,ERR2298315,ERR2298316,ERR2298317,ERR2298318,ERR2298319,ERR2298320,ERR2298321,ERR2298322,ERR2298323,ERR2298324,ERR2298325,ERR2298326,ERR2298327,ERR2298328,ERR2298329,ERR2298330,ERR2298331,ERR2298332,ERR2298333,ERR2298334,ERR2298335,ERR2298336,ERR2298337,ERR2298338,ERR2298339,ERR2298340,ERR2298341,ERR2298342,ERR2298343,ERR2298344,ERR2298345,ERR2298346,ERR2298347,ERR2298348,ERR2298349,ERR2298350,ERR2298351,ERR2298352,ERR2298353,ERR2298354,ERR2298355,ERR2298356,ERR2298357,ERR2298358
hsa-miR-335-5p,3.0,0.0,3.0,1.0,2.0,4.0,3.0,12.0,5.0,116.0,39.0,19.0,19.0,48.0,48.0,49.0,81.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,15.0,2.0,0.0,0.0,5.0,3.0,0.0,0.0,17.0,81.0,6.0,129.0,101.0,195.0,83.0,0.0,134.0,56.0,421.0,263.0,396.0,337.0,178.0,268.0,263.0,156.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,2.0,1.0,1.0,0.0,3.0,0.0,1.0,59.0,124.0,206.0,109.0,71.0,44.0,231.0,45.0,73.0
hsa-miR-337-3p,1.0,1.0,2.0,0.0,0.0,0.0,0.0,3.0,1.0,43.0,11.0,6.0,8.0,11.0,6.0,15.0,32.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,4.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,11.0,2.0,23.0,8.0,7.0,23.0,6.0,23.0,38.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,6.0,2.0,3.0,3.0,7.0,1.0,22.0,1.0,2.0
hsa-miR-337-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,2.0,0.0,1.0,10.0,4.0,11.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,10.0,0.0,3.0,3.0,0.0,6.0,3.0,7.0,1.0,3.0,13.0,1.0,9.0,21.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0
hsa-miR-338-3p,0.0,1.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,4.0,0.0,1.0,1.0,3.0,4.0,0.0,1.0,2.0,2.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-338-5p,0.0,9.0,6.0,11.0,24.0,0.0,0.0,3.0,0.0,4.0,29.0,6.0,0.0,2.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,4.0,15.0,0.0,0.0,0.0,7.0,0.0,2.0,1.0,13.0,0.0,0.0,0.0,0.0,4.0,1.0,354.0,3.0,522.0,21.0,0.0,10.0,5.0,9.0,2.0,26.0,8.0,444.0,13.0,19.0,14.0,0.0,0.0,0.0,0.0,2.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,33.0,1.0,102.0,1.0,170.0,2.0,6.0,108.0
hsa-miR-339-3p,13.0,6.0,18.0,11.0,4.0,13.0,28.0,14.0,5.0,151.0,63.0,33.0,23.0,50.0,46.0,46.0,95.0,27.0,0.0,0.0,3.0,2.0,0.0,0.0,1.0,2.0,4.0,2.0,3.0,0.0,10.0,0.0,1.0,2.0,8.0,15.0,1.0,0.0,67.0,158.0,94.0,101.0,142.0,137.0,88.0,0.0,126.0,48.0,240.0,165.0,136.0,246.0,145.0,177.0,254.0,197.0,0.0,0.0,0.0,1.0,0.0,3.0,2.0,1.0,0.0,0.0,2.0,0.0,8.0,3.0,0.0,0.0,3.0,0.0,1.0,65.0,111.0,223.0,135.0,67.0,43.0,128.0,25.0,89.0
hsa-miR-339-5p,18.0,2.0,4.0,7.0,3.0,12.0,12.0,16.0,5.0,225.0,50.0,44.0,32.0,39.0,55.0,49.0,134.0,53.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,8.0,2.0,3.0,1.0,4.0,2.0,2.0,0.0,1.0,10.0,3.0,17.0,9.0,27.0,18.0,0.0,55.0,31.0,78.0,71.0,57.0,98.0,44.0,77.0,77.0,69.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,3.0,1.0,2.0,0.0,2.0,2.0,6.0,13.0,51.0,26.0,28.0,4.0,3.0,33.0,3.0,24.0
hsa-miR-33a-3p,1.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,6.0,5.0,3.0,1.0,10.0,6.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0,5.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
hsa-miR-33a-5p,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,6.0,2.0,2.0,3.0,2.0,2.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,1.0,3.0,6.0,2.0,4.0,0.0,4.0,2.0,11.0,8.0,11.0,19.0,9.0,11.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,5.0,2.0,3.0,7.0,0.0,0.0
hsa-miR-33b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-33b-5p,0.0,0.0,1.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
hsa-miR-340-3p,16.0,11.0,7.0,13.0,18.0,5.0,17.0,24.0,1.0,370.0,71.0,85.0,52.0,63.0,43.0,61.0,111.0,25.0,1.0,0.0,0.0,6.0,3.0,1.0,1.0,0.0,11.0,4.0,1.0,9.0,48.0,7.0,11.0,2.0,27.0,35.0,3.0,0.0,11.0,6.0,0.0,36.0,23.0,63.0,25.0,0.0,235.0,98.0,223.0,169.0,237.0,184.0,77.0,204.0,321.0,89.0,1.0,0.0,0.0,0.0,3.0,1.0,5.0,1.0,0.0,0.0,0.0,6.0,18.0,8.0,7.0,2.0,12.0,1.0,4.0,22.0,25.0,14.0,24.0,17.0,10.0,10.0,4.0,16.0
hsa-miR-340-5p,108.0,48.0,46.0,52.0,48.0,66.0,125.0,331.0,88.0,1777.0,535.0,552.0,281.0,1021.0,1166.0,1221.0,2146.0,546.0,0.0,1.0,9.0,9.0,11.0,20.0,16.0,9.0,81.0,10.0,1.0,4.0,174.0,14.0,58.0,15.0,141.0,196.0,31.0,0.0,348.0,593.0,78.0,2066.0,1046.0,2687.0,860.0,0.0,2305.0,1603.0,4510.0,5286.0,5204.0,7026.0,5738.0,7488.0,6785.0,4791.0,4.0,5.0,0.0,10.0,12.0,8.0,25.0,16.0,6.0,0.0,15.0,10.0,98.0,24.0,49.0,9.0,122.0,40.0,38.0,378.0,734.0,794.0,551.0,355.0,294.0,1421.0,169.0,686.0
hsa-miR-342-3p,89.0,31.0,23.0,33.0,7.0,22.0,50.0,42.0,8.0,304.0,89.0,93.0,24.0,32.0,41.0,18.0,60.0,46.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,15.0,22.0,1.0,22.0,34.0,37.0,12.0,0.0,146.0,60.0,195.0,421.0,168.0,171.0,132.0,149.0,187.0,208.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,2.0,0.0,0.0,30.0,66.0,67.0,130.0,13.0,38.0,80.0,29.0,64.0
hsa-miR-342-5p,286.0,113.0,148.0,237.0,84.0,81.0,426.0,101.0,16.0,456.0,210.0,260.0,81.0,151.0,95.0,63.0,188.0,237.0,8.0,1.0,19.0,26.0,2.0,5.0,30.0,11.0,28.0,12.0,3.0,11.0,102.0,4.0,56.0,16.0,32.0,70.0,34.0,0.0,226.0,328.0,432.0,312.0,424.0,211.0,62.0,0.0,322.0,144.0,211.0,352.0,94.0,376.0,181.0,136.0,430.0,608.0,1.0,0.0,0.0,19.0,4.0,11.0,14.0,0.0,15.0,1.0,4.0,14.0,44.0,26.0,5.0,1.0,16.0,4.0,13.0,98.0,196.0,250.0,339.0,125.0,250.0,216.0,133.0,428.0
hsa-miR-345-3p,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-345-5p,2.0,4.0,3.0,8.0,6.0,6.0,31.0,7.0,2.0,29.0,11.0,14.0,9.0,15.0,10.0,7.0,21.0,12.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,17.0,60.0,26.0,89.0,69.0,141.0,36.0,0.0,50.0,44.0,123.0,118.0,118.0,115.0,114.0,98.0,100.0,143.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,64.0,80.0,64.0,26.0,23.0,75.0,11.0,53.0
hsa-miR-346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-34a-5p,0.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,5.0,0.0,0.0,0.0,7.0,0.0,0.0,8.0,7.0,14.0,20.0,18.0,12.0,0.0,6.0,1.0,15.0,7.0,7.0,9.0,8.0,20.0,21.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,8.0,2.0,2.0
hsa-miR-34b-3p,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
hsa-miR-34c-3p,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-34c-5p,1.0,2.0,0.0,1.0,5.0,0.0,3.0,11.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,11.0,13.0,0.0,436.0,7.0,241.0,132.0,0.0,30.0,13.0,22.0,21.0,18.0,11.0,48.0,22.0,18.0,27.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,10.0,2.0,3.0,1.0,7.0,2.0,6.0
hsa-miR-3529-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3605-3p,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,1.0,2.0,0.0,10.0,3.0,2.0,4.0,9.0,2.0,8.0,0.0,6.0,6.0,4.0,0.0,10.0,35.0,1.0,35.0,10.0,86.0,4.0,0.0,14.0,2.0,14.0,3.0,8.0,3.0,3.0,4.0,10.0,1.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,5.0,2.0,11.0,1.0,1.0,3.0,2.0,9.0,18.0
hsa-miR-3605-5p,5.0,1.0,0.0,0.0,2.0,3.0,7.0,2.0,0.0,13.0,6.0,14.0,5.0,8.0,3.0,3.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,8.0,23.0,9.0,13.0,11.0,10.0,5.0,0.0,29.0,12.0,6.0,16.0,7.0,20.0,6.0,6.0,23.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,19.0,18.0,12.0,9.0,18.0,17.0,4.0,8.0
hsa-miR-3609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
hsa-miR-361-3p,439.0,174.0,310.0,440.0,226.0,167.0,1044.0,326.0,46.0,1683.0,663.0,717.0,425.0,332.0,317.0,306.0,484.0,472.0,9.0,5.0,22.0,30.0,35.0,6.0,46.0,8.0,19.0,5.0,8.0,12.0,134.0,10.0,21.0,14.0,20.0,24.0,21.0,1.0,557.0,578.0,476.0,515.0,470.0,814.0,229.0,0.0,1757.0,1248.0,1458.0,1812.0,1230.0,1456.0,1130.0,1226.0,1031.0,1138.0,4.0,12.0,0.0,8.0,5.0,8.0,11.0,3.0,4.0,1.0,7.0,11.0,40.0,9.0,6.0,7.0,51.0,10.0,17.0,249.0,672.0,553.0,501.0,213.0,464.0,482.0,66.0,247.0
hsa-miR-361-5p,10.0,6.0,4.0,2.0,9.0,4.0,15.0,17.0,6.0,94.0,48.0,41.0,23.0,39.0,66.0,54.0,59.0,22.0,0.0,0.0,0.0,1.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,8.0,2.0,2.0,12.0,4.0,0.0,41.0,61.0,2.0,235.0,118.0,354.0,80.0,0.0,103.0,75.0,349.0,312.0,393.0,331.0,453.0,465.0,289.0,304.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,7.0,3.0,3.0,5.0,50.0,165.0,121.0,102.0,78.0,73.0,265.0,32.0,125.0
hsa-miR-3611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,0.0,2.0,0.0,0.0,3.0,0.0,1.0,3.0,6.0,2.0,4.0,1.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0
hsa-miR-3613-3p,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,2.0,4.0,8.0,8.0,3.0,2.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,2.0,3.0,0.0,2.0,1.0,3.0
hsa-miR-3613-5p,9.0,3.0,2.0,6.0,4.0,6.0,13.0,25.0,3.0,86.0,24.0,35.0,11.0,29.0,81.0,27.0,68.0,16.0,1.0,0.0,5.0,0.0,6.0,2.0,4.0,1.0,29.0,1.0,0.0,1.0,31.0,3.0,25.0,1.0,28.0,29.0,20.0,0.0,23.0,56.0,0.0,138.0,171.0,204.0,99.0,0.0,89.0,65.0,204.0,247.0,199.0,517.0,330.0,423.0,449.0,280.0,0.0,2.0,0.0,0.0,5.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,1.0,0.0,19.0,55.0,108.0,62.0,54.0,36.0,237.0,26.0,93.0
hsa-miR-3614-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3614-5p,13.0,1.0,24.0,3.0,26.0,3.0,37.0,38.0,2.0,17.0,37.0,53.0,22.0,21.0,37.0,30.0,32.0,14.0,1.0,0.0,2.0,0.0,4.0,0.0,2.0,1.0,0.0,3.0,7.0,1.0,6.0,3.0,1.0,0.0,3.0,0.0,6.0,0.0,10.0,59.0,3.0,144.0,15.0,161.0,19.0,0.0,11.0,20.0,14.0,22.0,15.0,12.0,12.0,21.0,15.0,19.0,0.0,0.0,1.0,0.0,1.0,0.0,18.0,3.0,0.0,0.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,6.0,32.0,25.0,23.0,16.0,33.0,25.0,11.0,10.0
hsa-miR-3615,45.0,32.0,68.0,42.0,58.0,0.0,60.0,32.0,11.0,230.0,60.0,108.0,77.0,50.0,21.0,31.0,73.0,59.0,3.0,7.0,16.0,5.0,3.0,3.0,6.0,18.0,72.0,11.0,8.0,8.0,152.0,4.0,19.0,8.0,47.0,23.0,19.0,0.0,1857.0,2040.0,347.0,2175.0,1103.0,2177.0,778.0,2.0,2135.0,2879.0,2367.0,1743.0,1482.0,1537.0,1368.0,1674.0,1223.0,1147.0,1.0,2.0,0.0,5.0,13.0,6.0,10.0,11.0,5.0,0.0,5.0,4.0,31.0,5.0,0.0,4.0,18.0,7.0,5.0,978.0,2328.0,2306.0,2182.0,1126.0,2240.0,1268.0,539.0,1056.0
hsa-miR-3617-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,1.0,3.0,0.0,2.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,4.0,3.0,1.0,4.0,0.0,3.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0
hsa-miR-3619-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
hsa-miR-3619-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-362-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,3.0,1.0,4.0,1.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
