miRNA,ERR3481953,ERR3481952,ERR3481951,ERR3481950,ERR3481949,ERR3481948,ERR3481947,ERR3481946,ERR3481945,ERR3481944,ERR3481943,ERR3481942
hsa-miR-454-3p,0.0,0.0,30.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-454-5p,0.0,0.0,0.0,0.0,0.0,0.0,23.75,0.0,0.0,0.0,0.0,0.0
hsa-miR-4642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,692.43
hsa-miR-4685-3p,0.0,0.0,0.0,0.0,0.0,0.0,28.17,0.0,0.0,0.0,0.0,0.0
hsa-miR-4732-3p,0.62,106.17,0.0,0.0,0.0,0.0,12.88,0.0,0.0,0.0,0.0,3278.86
hsa-miR-4732-5p,0.0,0.0,0.0,0.0,339.24,0.0,88.95,0.74,1.56,0.0,85.58,0.0
hsa-miR-4800-3p,0.0,0.0,0.0,0.0,0.0,2.45,0.0,0.0,0.0,0.0,0.31,0.0
hsa-miR-483-5p,0.0,0.0,200.1,372.99,94.13,0.0,118.73,0.74,0.0,0.0,0.0,0.0
hsa-miR-484,1.25,656.34,35.2,100.53,808.73,895.41,391.61,1632.53,1.56,1189.42,252.04,20.37
hsa-miR-486-3p,0.0,210.12,265.77,155.45,391.43,0.0,292.2,576.36,1.56,0.0,80.25,0.0
hsa-miR-486-5p,2.49,14.85,13658.56,114.05,15141.87,1206.11,57711.07,60939.7,1.56,18377.74,665.53,65933.51
hsa-miR-493-5p,0.62,0.0,32.94,0.0,64.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-5010-5p,0.0,242.79,30.26,98.42,86.44,0.0,50.71,0.0,0.0,0.0,0.0,0.0
hsa-miR-503-5p,0.0,199.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-504-5p,0.0,0.0,24.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-512-3p,0.0,0.0,42.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-5187-5p,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-5189-5p,0.0,0.0,0.0,0.0,4.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-532-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,319.37,0.0,0.0,0.0,0.0
hsa-miR-532-5p,0.0,0.74,31.5,0.0,60.11,2.45,38.24,753.13,0.0,514.45,0.0,10.18
hsa-miR-542-3p,0.0,0.0,0.0,0.0,0.0,0.0,21.33,0.0,0.0,0.0,0.0,0.0
hsa-miR-543,0.0,0.0,37.88,84.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-548l,0.0,0.0,42.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-550a-3p,0.0,0.0,0.0,0.0,0.0,0.0,43.47,0.74,0.0,0.0,0.0,0.0
hsa-miR-558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0
hsa-miR-5698,0.0,0.0,0.0,0.0,0.0,0.0,33.81,0.0,0.0,0.0,0.0,0.0
hsa-miR-574-3p,0.0,0.0,33.97,0.0,0.0,0.0,42.66,0.0,0.0,0.0,0.0,10.18
hsa-miR-574-5p,110.32,0.0,70.41,85.75,328.52,0.0,104.24,0.0,0.0,0.0,78.06,0.0
hsa-miR-576-3p,0.0,158.89,0.0,0.0,12.12,0.0,9.66,0.74,512.4,431.7,115.05,2953.01
hsa-miR-576-5p,0.0,0.0,0.0,0.0,45.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-582-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.36,0.0
hsa-miR-584-5p,0.0,385.34,37.26,0.0,0.0,0.0,148.11,319.37,0.0,0.0,0.0,0.0
hsa-miR-598-3p,0.0,0.0,31.29,0.0,0.0,0.0,0.0,0.74,0.0,0.0,0.0,0.0
hsa-miR-6071,131.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-619-3p,0.0,0.0,0.0,0.0,50.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-625-5p,0.0,0.0,27.79,52.38,0.0,0.0,20.93,0.0,0.0,0.0,0.0,0.0
hsa-miR-627-5p,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-629-5p,233.72,226.45,22.85,105.18,302.66,0.0,139.66,0.0,0.0,0.0,38.87,20.37
hsa-miR-635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
hsa-miR-6499-3p,0.0,0.74,0.0,0.0,0.0,31.8,0.0,0.0,0.0,1.0,0.0,0.0
hsa-miR-6509-5p,1.25,2.97,0.21,0.0,0.0,7.34,0.0,0.0,0.0,0.0,0.0,448.04
hsa-miR-651-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.74,0.0,0.0,0.0,10.18
hsa-miR-6510-3p,0.0,0.0,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6513-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
hsa-miR-652-3p,0.0,0.0,0.0,0.0,113.93,1416.51,0.0,309.72,0.0,0.0,0.0,0.0
hsa-miR-654-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.53,0.0,0.0,0.0,0.0
hsa-miR-660-5p,0.0,175.22,0.0,0.0,0.0,0.0,43.07,0.0,0.0,0.0,0.0,0.0
hsa-miR-664a-3p,0.0,0.74,0.0,101.8,69.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-664a-5p,0.0,0.0,33.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-671-5p,0.0,0.0,32.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6729-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
hsa-miR-6734-5p,0.0,0.0,31.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6749-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.85,0.0
hsa-miR-675-3p,0.0,0.0,30.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6805-5p,0.0,0.0,0.0,0.0,54.05,0.0,0.0,0.0,0.0,0.0,0.0,10.18
hsa-miR-6819-5p,0.0,0.0,0.0,0.0,70.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-7-5p,0.0,0.0,4.53,84.06,0.0,0.0,55.14,0.0,0.0,0.0,187.15,0.0
hsa-miR-744-5p,0.0,0.0,307.36,196.0,332.02,4.89,74.06,353.54,0.0,0.0,249.54,10.18
hsa-miR-769-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,349.83,0.0,0.0,0.0,0.0
hsa-miR-8061,0.0,0.0,0.0,130.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-887-5p,0.0,0.0,52.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-889-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,199.8,0.0,0.0,0.0,0.0
hsa-miR-9-5p,0.0,0.0,32.32,0.0,0.0,0.0,0.0,0.0,12.5,456.63,0.0,0.0
hsa-miR-92a-3p,5420.4,11951.51,4844.63,5788.27,30155.82,32149.16,23913.46,44665.7,74.99,6979.01,21747.8,7423.25
hsa-miR-92b-3p,0.0,189.33,0.0,234.44,166.13,570.03,0.0,1977.15,1.56,0.0,42.95,30.55
hsa-miR-92b-5p,0.0,0.0,0.0,0.0,0.0,0.0,34.21,0.0,0.0,0.0,0.0,0.0
hsa-miR-93-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.34,0.0
hsa-miR-93-5p,585.23,1458.95,711.68,1235.55,1010.5,897.86,1024.72,1703.09,1.56,1088.73,678.38,10.18
hsa-miR-939-5p,0.0,0.0,0.0,0.0,67.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.67,0.0,0.0,0.0,0.0
hsa-miR-942-5p,0.0,0.0,26.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161.45,0.0
hsa-miR-96-5p,0.0,160.37,40.35,114.9,79.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-98-5p,486.13,373.46,402.67,98.84,352.75,0.0,224.99,0.74,0.0,0.0,460.2,0.0
hsa-miR-99a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,294.12,0.0,0.0,0.0,0.0
hsa-miR-99b-5p,0.62,0.0,37.47,0.0,60.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-1976-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,328.29,0.0,0.0,0.0,0.0
hsa-mir-2110-5p,0.0,0.0,0.21,0.0,52.66,0.0,0.0,0.0,0.0,0.0,0.0,10.18
hsa-mir-3665-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.56,0.0,0.0,0.0
hsa-mir-4449-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
hsa-mir-4487-5p,0.0,0.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8522.99
hsa-mir-451a-5p,0.0,0.0,97.17,0.0,0.0,0.0,45.88,0.0,0.0,0.0,0.0,0.0
hsa-mir-548ac-3p,0.0,0.0,0.0,0.0,0.0,2.45,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-558-3p,0.0,0.0,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-8485-3p,0.0,0.0,0.0,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
